,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Tyrese Maxey,40:22,6,17,.353,3,6,.500,6,6,1.000,0,3,3,4,3,2,3,3,21,+17,Sacramento Kings,Philadelphia76ers,2024-01-12
1,Tobias Harris,36:23,14,25,.560,3,7,.429,6,6,1.000,3,4,7,3,3,0,3,0,37,+19,Sacramento Kings,Philadelphia76ers,2024-01-12
2,Nicolas Batum,25:27,5,5,1.000,4,4,1.000,0,0,,3,2,5,3,0,0,0,2,14,+2,Sacramento Kings,Philadelphia76ers,2024-01-12
3,De'Anthony Melton,25:07,2,9,.222,2,8,.250,0,0,,1,3,4,3,1,0,1,3,6,+9,Sacramento Kings,Philadelphia76ers,2024-01-12
4,Paul Reed,24:27,3,9,.333,0,1,.000,2,2,1.000,5,3,8,2,2,3,0,4,8,+9,Sacramento Kings,Philadelphia76ers,2024-01-12
6,Patrick Beverley,27:09,2,8,.250,0,4,.000,0,0,,0,9,9,7,0,0,3,2,4,+13,Sacramento Kings,Philadelphia76ers,2024-01-12
7,Mo Bamba,20:20,4,6,.667,2,2,1.000,1,2,.500,2,1,3,0,1,4,2,1,11,+9,Sacramento Kings,Philadelphia76ers,2024-01-12
8,Marcus Morris,16:43,0,5,.000,0,0,,0,0,,0,4,4,0,0,0,1,0,0,+2,Sacramento Kings,Philadelphia76ers,2024-01-12
9,Danuel House Jr.,14:22,1,2,.500,0,1,.000,2,2,1.000,0,2,2,1,0,0,0,3,4,+12,Sacramento Kings,Philadelphia76ers,2024-01-12
10,Furkan Korkmaz,3:13,1,3,.333,1,2,.500,0,0,,0,0,0,0,1,0,0,0,3,+1,Sacramento Kings,Philadelphia76ers,2024-01-12
11,KJ Martin,3:13,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+1,Sacramento Kings,Philadelphia76ers,2024-01-12
12,Jaden Springer,3:13,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,0,1,2,+1,Sacramento Kings,Philadelphia76ers,2024-01-12
13,Kelly Oubre Jr.,Did Not Dress,Sacramento Kings,Philadelphia76ers,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
