,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Anthony Edwards,37:47,.723,.738,.381,.048,0.0,19.9,8.6,32.4,1.3,0.0,18.9,31.5,121,134,5.4,Minnesota Timberwolves,Atlanta Hawks,2023-10-30
1,Karl-Anthony Towns,36:11,.459,.441,.176,.059,6.3,33.2,17.9,11.5,1.4,0.0,0.0,21.7,111,132,-3.5,Minnesota Timberwolves,Atlanta Hawks,2023-10-30
2,Rudy Gobert,30:41,.591,.429,.000,1.571,22.3,34.2,27.5,4.0,1.6,5.6,0.0,17.4,149,126,2.0,Minnesota Timberwolves,Atlanta Hawks,2023-10-30
3,Mike Conley,28:02,.333,.333,.667,.000,4.1,5.4,4.6,12.7,0.0,0.0,0.0,14.5,97,138,-11.5,Minnesota Timberwolves,Atlanta Hawks,2023-10-30
4,Jaden McDaniels,23:56,1.000,1.000,.333,.000,0.0,18.8,8.1,11.8,0.0,3.6,0.0,11.3,200,133,8.2,Minnesota Timberwolves,Atlanta Hawks,2023-10-30
6,Kyle Anderson,24:47,.400,.400,.400,.000,4.6,6.1,5.2,24.1,4.0,3.5,28.6,12.7,97,125,-0.5,Minnesota Timberwolves,Atlanta Hawks,2023-10-30
7,Naz Reid,23:58,.542,.542,.583,.000,0.0,6.3,2.7,0.0,0.0,0.0,7.7,24.4,99,138,-7.4,Minnesota Timberwolves,Atlanta Hawks,2023-10-30
8,Shake Milton,16:33,.625,.625,.250,.000,0.0,9.1,3.9,9.0,0.0,0.0,11.1,24.5,112,137,-3.4,Minnesota Timberwolves,Atlanta Hawks,2023-10-30
9,Nickeil Alexander-Walker,13:21,.387,.500,1.000,.667,0.0,0.0,0.0,17.8,0.0,0.0,20.5,16.5,80,138,-10.8,Minnesota Timberwolves,Atlanta Hawks,2023-10-30
10,Luka Garza,1:11,1.000,1.000,.000,.000,0.0,100.0,54.8,0.0,0.0,0.0,0.0,38.1,200,128,35.1,Minnesota Timberwolves,Atlanta Hawks,2023-10-30
11,Jordan McLaughlin,1:11,,,,,0.0,0.0,0.0,0.0,0.0,72.4,,0.0,0,63,44.7,Minnesota Timberwolves,Atlanta Hawks,2023-10-30
12,Josh Minott,1:11,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1,200,138,27.4,Minnesota Timberwolves,Atlanta Hawks,2023-10-30
13,Daishen Nix,1:11,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,138,-9.4,Minnesota Timberwolves,Atlanta Hawks,2023-10-30
14,Troy Brown Jr.,0:0,Minnesota Timberwolves,Atlanta Hawks,2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
