,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,OG Anunoby,36:13,3,12,.250,0,6,.000,5,5,1.000,0,3,3,4,1,0,0,3,11,0,Toronto Raptors,Charlotte Hornets,2023-12-08
1,Scottie Barnes,36:02,12,18,.667,3,6,.500,4,8,.500,4,6,10,10,2,1,5,1,31,+1,Toronto Raptors,Charlotte Hornets,2023-12-08
2,Pascal Siakam,33:25,11,15,.733,0,1,.000,3,4,.750,1,4,5,4,1,0,1,2,25,-9,Toronto Raptors,Charlotte Hornets,2023-12-08
3,Dennis Schröder,29:56,3,10,.300,0,4,.000,1,1,1.000,0,1,1,5,1,0,2,4,7,-9,Toronto Raptors,Charlotte Hornets,2023-12-08
4,Jakob Poeltl,26:16,4,4,1.000,0,0,,0,0,,4,4,8,1,0,0,0,2,8,-7,Toronto Raptors,Charlotte Hornets,2023-12-08
6,Precious Achiuwa,21:36,7,10,.700,3,4,.750,0,0,,4,6,10,1,0,0,4,4,17,+4,Toronto Raptors,Charlotte Hornets,2023-12-08
7,Gary Trent Jr.,20:02,0,7,.000,0,3,.000,0,0,,0,2,2,2,0,0,0,0,0,-7,Toronto Raptors,Charlotte Hornets,2023-12-08
8,Malachi Flynn,17:25,3,7,.429,0,4,.000,2,2,1.000,0,0,0,4,2,0,1,1,8,+8,Toronto Raptors,Charlotte Hornets,2023-12-08
9,Chris Boucher,13:21,4,9,.444,0,3,.000,1,1,1.000,1,2,3,0,0,1,1,4,9,+11,Toronto Raptors,Charlotte Hornets,2023-12-08
10,Otto Porter Jr.,5:43,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-7,Toronto Raptors,Charlotte Hornets,2023-12-08
11,Jalen McDaniels,0:0,Toronto Raptors,Charlotte Hornets,2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Garrett Temple,0:0,Toronto Raptors,Charlotte Hornets,2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Thaddeus Young,0:0,Toronto Raptors,Charlotte Hornets,2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
