,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jordan Clarkson,33:16,13,19,.684,4,9,.444,0,0,,0,1,1,3,2,0,1,2,30,+8,Portland Trail Blazers,Utah Jazz,2023-11-14
1,John Collins,32:13,6,16,.375,2,5,.400,0,0,,4,6,10,2,1,3,1,3,14,+6,Portland Trail Blazers,Utah Jazz,2023-11-14
2,Lauri Markkanen,31:06,8,18,.444,2,9,.222,3,4,.750,1,8,9,0,1,1,0,1,21,+9,Portland Trail Blazers,Utah Jazz,2023-11-14
3,Keyonte George,26:20,4,9,.444,2,7,.286,5,5,1.000,0,4,4,7,1,0,2,2,15,+8,Portland Trail Blazers,Utah Jazz,2023-11-14
4,Ochai Agbaji,25:51,2,7,.286,0,2,.000,2,2,1.000,4,4,8,1,2,1,0,1,6,+5,Portland Trail Blazers,Utah Jazz,2023-11-14
6,Collin Sexton,28:11,5,11,.455,1,5,.200,2,2,1.000,0,4,4,7,2,1,2,3,13,+14,Portland Trail Blazers,Utah Jazz,2023-11-14
7,Kelly Olynyk,23:53,4,8,.500,2,3,.667,2,2,1.000,6,6,12,3,1,0,3,1,12,+11,Portland Trail Blazers,Utah Jazz,2023-11-14
8,Talen Horton-Tucker,20:59,2,5,.400,0,1,.000,0,0,,1,2,3,3,1,0,2,3,4,+8,Portland Trail Blazers,Utah Jazz,2023-11-14
9,Simone Fontecchio,16:08,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,2,0,+11,Portland Trail Blazers,Utah Jazz,2023-11-14
10,Kris Dunn,0:41,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0,Portland Trail Blazers,Utah Jazz,2023-11-14
11,Luka Šamanić,0:41,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Portland Trail Blazers,Utah Jazz,2023-11-14
12,Omer Yurtseven,0:41,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Portland Trail Blazers,Utah Jazz,2023-11-14
