,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jayson Tatum,38:04,12,22,.545,3,10,.300,8,9,.889,1,9,10,8,1,2,2,1,35,+9,Washington Wizards,Boston Celtics,2024-02-09
1,Jaylen Brown,34:43,9,15,.600,0,1,.000,0,0,,1,6,7,3,1,0,3,3,18,-15,Washington Wizards,Boston Celtics,2024-02-09
2,Jrue Holiday,33:56,9,13,.692,2,2,1.000,0,0,,3,4,7,5,1,0,2,2,20,-11,Washington Wizards,Boston Celtics,2024-02-09
3,Derrick White,33:03,2,6,.333,0,4,.000,0,0,,0,2,2,6,3,1,3,4,4,-3,Washington Wizards,Boston Celtics,2024-02-09
4,Kristaps Porziņģis,32:53,9,18,.500,2,4,.500,14,14,1.000,2,9,11,0,0,1,3,3,34,+8,Washington Wizards,Boston Celtics,2024-02-09
6,Al Horford,23:07,2,5,.400,1,2,.500,1,2,.500,2,3,5,1,2,0,0,1,6,+7,Washington Wizards,Boston Celtics,2024-02-09
7,Payton Pritchard,16:54,4,7,.571,2,5,.400,1,1,1.000,0,6,6,1,0,0,0,0,11,+7,Washington Wizards,Boston Celtics,2024-02-09
8,Sam Hauser,16:13,1,6,.167,1,6,.167,2,2,1.000,0,1,1,1,1,0,0,1,5,+14,Washington Wizards,Boston Celtics,2024-02-09
9,Luke Kornet,11:07,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,2,0,+4,Washington Wizards,Boston Celtics,2024-02-09
10,Oshae Brissett,0:0,Washington Wizards,Boston Celtics,2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,JD Davison,0:0,Washington Wizards,Boston Celtics,2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Svi Mykhailiuk,0:0,Washington Wizards,Boston Celtics,2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Drew Peterson,0:0,Washington Wizards,Boston Celtics,2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jordan Walsh,0:0,Washington Wizards,Boston Celtics,2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
