,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Spencer Dinwiddie,37:31,10,18,.556,5,10,.500,4,6,.667,1,4,5,9,0,0,1,3,29,+25,Orlando Magic,Brooklyn Nets,2023-11-14
1,Mikal Bridges,32:25,9,17,.529,3,5,.600,0,1,.000,1,4,5,4,4,0,6,2,21,+12,Orlando Magic,Brooklyn Nets,2023-11-14
2,Cameron Johnson,29:03,7,11,.636,3,7,.429,3,4,.750,1,4,5,2,3,0,1,1,20,+21,Orlando Magic,Brooklyn Nets,2023-11-14
3,Dorian Finney-Smith,24:05,2,5,.400,1,4,.250,0,0,,2,2,4,0,1,0,0,1,5,-6,Orlando Magic,Brooklyn Nets,2023-11-14
4,Nic Claxton,20:51,3,5,.600,0,0,,2,2,1.000,2,4,6,0,1,2,1,4,8,+20,Orlando Magic,Brooklyn Nets,2023-11-14
6,Royce O'Neale,33:50,4,6,.667,4,6,.667,1,2,.500,0,4,4,1,0,0,1,4,13,+15,Orlando Magic,Brooklyn Nets,2023-11-14
7,Day'Ron Sharpe,23:49,4,7,.571,0,0,,3,5,.600,5,5,10,0,0,1,2,6,11,-2,Orlando Magic,Brooklyn Nets,2023-11-14
8,Lonnie Walker IV,19:31,4,9,.444,3,6,.500,0,0,,0,2,2,1,2,0,2,0,11,+6,Orlando Magic,Brooklyn Nets,2023-11-14
9,Dennis Smith Jr.,18:55,3,7,.429,0,1,.000,0,0,,1,2,3,5,2,0,1,3,6,+9,Orlando Magic,Brooklyn Nets,2023-11-14
10,Harry Giles,0:0,Orlando Magic,Brooklyn Nets,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Cam Thomas,Did Not Dress,Orlando Magic,Brooklyn Nets,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Trendon Watford,0:0,Orlando Magic,Brooklyn Nets,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
