,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Vince Williams Jr.,35:48,.511,.500,.889,.444,0.0,15.6,8.1,14.1,0.0,5.7,8.5,14.5,108,114,-3.2,Orlando Magic,Memphis Grizzlies,2024-01-26
1,Jaren Jackson Jr.,35:24,.472,.450,.167,.133,10.2,15.8,13.1,11.1,1.4,2.9,8.6,43.4,94,113,-6.2,Orlando Magic,Memphis Grizzlies,2024-01-26
2,Luke Kennard,29:53,.682,.682,.909,.000,0.0,18.7,9.7,28.4,1.7,0.0,21.4,20.7,114,113,3.4,Orlando Magic,Memphis Grizzlies,2024-01-26
3,Santi Aldama,28:56,.778,.778,.556,.000,8.3,19.3,14.0,25.9,0.0,0.0,10.0,15.3,151,117,6.1,Orlando Magic,Memphis Grizzlies,2024-01-26
4,John Konchar,26:07,.700,.700,.400,.000,4.6,0.0,2.2,10.1,5.8,7.8,16.7,10.1,125,103,5.1,Orlando Magic,Memphis Grizzlies,2024-01-26
6,Ziaire Williams,29:46,.850,.850,.600,.000,0.0,15.0,7.8,26.3,3.4,0.0,23.1,19.3,127,110,7.5,Orlando Magic,Memphis Grizzlies,2024-01-26
7,David Roddy,17:07,.307,.250,.250,.500,21.0,45.7,33.8,21.5,0.0,0.0,17.0,15.2,101,111,-5.6,Orlando Magic,Memphis Grizzlies,2024-01-26
8,Jacob Gilyard,13:09,.000,.000,1.000,.000,0.0,8.5,4.4,17.4,3.8,0.0,0.0,10.1,45,111,-11.7,Orlando Magic,Memphis Grizzlies,2024-01-26
9,Xavier Tillman Sr.,12:40,.317,.286,.143,.286,0.0,17.6,9.1,0.0,4.0,16.1,0.0,27.5,68,98,-9.1,Orlando Magic,Memphis Grizzlies,2024-01-26
10,GG Jackson II,11:10,1.025,1.000,.000,.500,0.0,0.0,0.0,12.9,0.0,0.0,0.0,9.6,216,121,0.2,Orlando Magic,Memphis Grizzlies,2024-01-26
11,Jake LaRavia,Did Not Dress,Orlando Magic,Memphis Grizzlies,2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Derrick Rose,Did Not Dress,Orlando Magic,Memphis Grizzlies,2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
