,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Precious Achiuwa,43:21,.603,.531,.125,.438,25.8,17.7,22.8,21.2,0.0,0.0,5.0,21.3,149,144,4.5,New York Knicks,Orlando Magic,2024-02-14
1,Jericho Sims,38:56,.633,.600,.000,.600,5.7,29.6,14.5,3.9,1.5,0.0,0.0,7.5,152,140,-2.5,New York Knicks,Orlando Magic,2024-02-14
2,Jalen Brunson,35:00,.685,.643,.381,.333,3.2,0.0,2.0,41.3,3.3,0.0,11.1,35.5,140,139,16.4,New York Knicks,Orlando Magic,2024-02-14
3,Alec Burks,30:10,.385,.375,.375,.125,3.7,12.7,7.0,0.0,0.0,0.0,5.6,27.2,89,145,-16.0,New York Knicks,Orlando Magic,2024-02-14
4,Josh Hart,29:44,.250,.250,.500,.000,0.0,19.4,7.1,10.2,3.8,0.0,20.0,15.4,58,136,-12.3,New York Knicks,Orlando Magic,2024-02-14
6,Miles McBride,31:30,.325,.273,.545,.273,0.0,6.1,2.2,4.8,3.6,0.0,7.5,19.4,79,138,-12.7,New York Knicks,Orlando Magic,2024-02-14
7,Jacob Toppin,17:22,.698,.643,.429,.286,12.9,22.1,16.3,0.0,0.0,0.0,11.3,23.5,137,144,-2.2,New York Knicks,Orlando Magic,2024-02-14
8,Taj Gibson,9:04,,,,,0.0,0.0,0.0,0.0,6.3,0.0,100.0,5.1,0,132,-8.9,New York Knicks,Orlando Magic,2024-02-14
9,Charlie Brown Jr.,4:53,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,147,-9.7,New York Knicks,Orlando Magic,2024-02-14
10,Bojan Bogdanović,Did Not Dress,New York Knicks,Orlando Magic,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Donte DiVincenzo,Did Not Dress,New York Knicks,Orlando Magic,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Isaiah Hartenstein,Did Not Dress,New York Knicks,Orlando Magic,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
