,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Scottie Barnes,37:21,.492,.447,.211,.158,9.9,22.4,15.7,9.3,2.8,2.6,16.4,28.0,93,102,-0.1,Portland Trail Blazers,Toronto Raptors,2023-10-30
1,Pascal Siakam,35:06,.448,.429,.286,.143,2.6,14.9,8.4,16.0,1.5,0.0,0.0,27.4,103,109,1.2,Portland Trail Blazers,Toronto Raptors,2023-10-30
2,Dennis Schröder,32:00,.479,.450,.300,.100,0.0,3.3,1.5,37.5,1.6,0.0,8.7,15.4,112,114,0.4,Portland Trail Blazers,Toronto Raptors,2023-10-30
3,OG Anunoby,30:14,.417,.417,.750,.000,0.0,10.4,4.9,5.0,3.4,3.2,14.3,19.9,77,105,-3.0,Portland Trail Blazers,Toronto Raptors,2023-10-30
4,Jakob Poeltl,28:27,.751,.750,.000,.375,16.2,18.3,17.2,6.1,0.0,3.4,17.7,17.1,131,109,1.2,Portland Trail Blazers,Toronto Raptors,2023-10-30
6,Gradey Dick,20:50,.286,.286,.429,.000,4.4,25.0,14.1,0.0,5.0,0.0,0.0,14.5,71,97,-6.8,Portland Trail Blazers,Toronto Raptors,2023-10-30
7,Gary Trent Jr.,18:53,.180,.143,.143,.429,0.0,5.5,2.6,14.3,2.7,0.0,0.0,19.0,53,110,-12.6,Portland Trail Blazers,Toronto Raptors,2023-10-30
8,Chris Boucher,16:56,.410,.250,.000,.500,16.4,24.6,20.2,8.1,0.0,5.7,17.0,14.9,98,106,-5.4,Portland Trail Blazers,Toronto Raptors,2023-10-30
9,Malachi Flynn,14:51,.600,.600,.400,.000,0.0,7.0,3.3,0.0,3.5,0.0,16.7,17.4,96,108,-3.9,Portland Trail Blazers,Toronto Raptors,2023-10-30
10,Jalen McDaniels,5:22,.000,.000,1.000,.000,0.0,0.0,0.0,23.5,0.0,0.0,0.0,8.0,46,118,-11.5,Portland Trail Blazers,Toronto Raptors,2023-10-30
11,Ron Harper Jr.,0:0,Portland Trail Blazers,Toronto Raptors,2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Otto Porter Jr.,0:0,Portland Trail Blazers,Toronto Raptors,2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Garrett Temple,0:0,Portland Trail Blazers,Toronto Raptors,2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Thaddeus Young,0:0,Portland Trail Blazers,Toronto Raptors,2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
