,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Julius Randle,30:26,.535,.500,.333,.133,12.1,14.0,13.1,37.2,1.7,0.0,11.2,27.7,129,96,5.5,Denver Nuggets,New York Knicks,2024-01-25
1,OG Anunoby,29:19,.644,.639,.500,.278,0.0,7.3,3.9,5.7,10.9,0.0,4.7,34.1,126,79,12.8,Denver Nuggets,New York Knicks,2024-01-25
2,Jalen Brunson,26:33,.831,.750,.200,.600,0.0,4.0,2.2,22.4,0.0,0.0,13.7,26.0,153,103,6.9,Denver Nuggets,New York Knicks,2024-01-25
3,Donte DiVincenzo,26:03,.735,.700,.900,.200,9.4,4.1,6.6,30.9,2.0,0.0,0.0,19.7,175,99,14.9,Denver Nuggets,New York Knicks,2024-01-25
4,Jericho Sims,25:28,1.000,1.000,.000,.000,4.8,29.3,18.0,0.0,0.0,3.2,50.0,3.7,106,91,-4.2,Denver Nuggets,New York Knicks,2024-01-25
6,Josh Hart,26:07,.400,.400,.400,.000,0.0,28.6,15.3,13.3,2.0,3.2,0.0,9.0,117,87,2.5,Denver Nuggets,New York Knicks,2024-01-25
7,Quentin Grimes,22:55,.771,.727,.455,.273,0.0,23.3,12.5,0.0,0.0,0.0,14.0,29.5,128,96,2.3,Denver Nuggets,New York Knicks,2024-01-25
8,Precious Achiuwa,22:32,.250,.250,.000,.000,32.8,18.9,25.4,14.9,0.0,3.7,0.0,8.4,149,95,1.6,Denver Nuggets,New York Knicks,2024-01-25
9,Miles McBride,21:27,.658,.667,.556,.222,0.0,5.0,2.7,6.2,5.0,0.0,0.0,21.7,140,92,7.5,Denver Nuggets,New York Knicks,2024-01-25
10,Ryan Arcidiacono,5:21,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,9.9,0.0,0.0,8.8,0,84,-6.1,Denver Nuggets,New York Knicks,2024-01-25
11,Malachi Flynn,3:49,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,200,105,3.3,Denver Nuggets,New York Knicks,2024-01-25
12,Evan Fournier,0:0,Denver Nuggets,New York Knicks,2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
