,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,CJ McCollum,36:41,.554,.536,.357,.071,0.0,7.1,3.3,7.1,0.0,3.4,21.7,22.2,89,126,-8.3,New Orleans Pelicans,Boston Celtics,2024-01-29
1,Brandon Ingram,36:19,.553,.542,.333,.125,3.1,21.4,11.6,26.3,1.4,3.4,7.3,33.2,115,121,5.4,New Orleans Pelicans,Boston Celtics,2024-01-29
2,Zion Williamson,30:44,.644,.611,.056,.278,0.0,16.9,7.8,16.3,3.2,0.0,12.9,33.3,116,120,5.9,New Orleans Pelicans,Boston Celtics,2024-01-29
3,Herbert Jones,27:27,1.125,1.125,1.000,.000,8.1,4.7,6.6,17.2,0.0,0.0,33.3,9.7,154,128,3.6,New Orleans Pelicans,Boston Celtics,2024-01-29
4,Jonas Valančiūnas,19:37,.511,.444,.222,.444,5.7,39.7,21.4,13.5,2.5,6.3,0.0,24.2,120,114,5.4,New Orleans Pelicans,Boston Celtics,2024-01-29
6,Trey Murphy III,28:02,.536,.536,.714,.000,8.0,9.3,8.6,0.0,0.0,0.0,6.7,23.6,107,128,-5.1,New Orleans Pelicans,Boston Celtics,2024-01-29
7,Larry Nance Jr.,19:40,.500,.500,.667,.000,5.7,13.2,9.2,5.6,0.0,6.3,0.0,6.7,129,124,-0.2,New Orleans Pelicans,Boston Celtics,2024-01-29
8,Naji Marshall,18:30,.667,.667,.333,.000,0.0,28.0,13.0,19.1,2.7,0.0,0.0,7.2,157,119,6.0,New Orleans Pelicans,Boston Celtics,2024-01-29
9,Dyson Daniels,13:46,,,,,16.2,9.4,13.1,0.0,3.6,17.9,,0.0,220,108,9.1,New Orleans Pelicans,Boston Celtics,2024-01-29
10,Jordan Hawkins,9:14,.000,.000,1.000,.000,0.0,42.2,19.5,0.0,5.3,0.0,0.0,9.6,0,111,-9.5,New Orleans Pelicans,Boston Celtics,2024-01-29
11,Jose Alvarado,0:0,New Orleans Pelicans,Boston Celtics,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,E.J. Liddell,0:0,New Orleans Pelicans,Boston Celtics,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jeremiah Robinson-Earl,0:0,New Orleans Pelicans,Boston Celtics,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Cody Zeller,0:0,New Orleans Pelicans,Boston Celtics,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
