,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Bam Adebayo,36:07,.634,.579,.000,.368,5.8,25.3,15.1,6.9,0.0,2.6,4.3,28.5,126,120,4.9,Miami Heat,Phoenix Suns,2024-01-05
1,Jaime Jaquez Jr.,35:28,.714,.714,.286,.000,2.9,6.4,4.6,5.0,2.9,0.0,30.0,12.6,92,119,-5.2,Miami Heat,Phoenix Suns,2024-01-05
2,Tyler Herro,35:09,.265,.265,.412,.000,0.0,13.0,6.2,28.7,0.0,0.0,5.6,22.8,71,125,-11.2,Miami Heat,Phoenix Suns,2024-01-05
3,Nikola Jović,24:16,.500,.500,1.000,.000,4.3,14.1,9.0,6.2,0.0,0.0,0.0,5.5,123,125,-4.1,Miami Heat,Phoenix Suns,2024-01-05
4,Kyle Lowry,22:59,.429,.429,.857,.000,4.5,9.9,7.1,28.0,0.0,0.0,36.4,21.3,71,125,-10.2,Miami Heat,Phoenix Suns,2024-01-05
6,Josh Richardson,28:59,.446,.278,.667,.556,3.6,27.6,15.1,37.8,3.5,0.0,0.0,17.2,124,113,6.1,Miami Heat,Phoenix Suns,2024-01-05
7,Duncan Robinson,26:31,.254,.214,.857,.286,0.0,4.3,2.1,16.9,1.9,3.5,27.6,18.3,52,119,-12.5,Miami Heat,Phoenix Suns,2024-01-05
8,Kevin Love,20:04,.859,.833,.667,.667,15.6,22.8,19.0,24.3,0.0,0.0,14.7,30.3,144,122,15.9,Miami Heat,Phoenix Suns,2024-01-05
9,Jamal Cain,4:42,.595,.500,.200,.400,44.4,0.0,23.2,0.0,0.0,0.0,0.0,55.8,134,128,19.1,Miami Heat,Phoenix Suns,2024-01-05
10,Thomas Bryant,1:55,,,,,0.0,100.0,56.9,0.0,0.0,0.0,,0.0,0,102,0.6,Miami Heat,Phoenix Suns,2024-01-05
11,R.J. Hampton,1:55,,,,,0.0,0.0,0.0,73.7,0.0,0.0,,0.0,229,125,0.0,Miami Heat,Phoenix Suns,2024-01-05
12,Cole Swider,1:55,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.3,0,128,-34.7,Miami Heat,Phoenix Suns,2024-01-05
