,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Fred VanVleet,40:40,.484,.389,.778,.333,0.0,12.1,6.1,36.8,1.2,2.1,0.0,11.1,139,125,2.4,Houston Rockets,Dallas Mavericks,2023-11-28
1,Jabari Smith Jr.,36:36,.727,.727,.455,.000,3.4,26.9,15.1,8.0,0.0,2.4,8.3,14.3,131,124,3.2,Houston Rockets,Dallas Mavericks,2023-11-28
2,Alperen Şengün,34:58,.616,.526,.105,.737,14.1,17.6,15.8,29.1,0.0,2.5,10.7,35.2,126,127,7.7,Houston Rockets,Dallas Mavericks,2023-11-28
3,Jalen Green,33:30,.429,.429,.429,.000,3.7,7.3,5.5,20.6,0.0,2.6,12.5,20.9,92,129,-5.9,Houston Rockets,Dallas Mavericks,2023-11-28
4,Dillon Brooks,27:59,.576,.577,.308,.154,0.0,4.4,2.2,5.7,0.0,0.0,6.7,23.3,105,131,-7.7,Houston Rockets,Dallas Mavericks,2023-11-28
6,Tari Eason,21:08,.598,.571,.000,.714,11.6,34.9,23.3,0.0,0.0,8.3,17.9,23.2,103,118,-4.4,Houston Rockets,Dallas Mavericks,2023-11-28
7,Aaron Holiday,20:54,.500,.500,.500,.000,5.9,17.7,11.8,26.2,0.0,0.0,11.1,18.8,109,128,-2.4,Houston Rockets,Dallas Mavericks,2023-11-28
8,Jeff Green,13:02,1.042,1.000,.000,1.000,0.0,0.0,0.0,10.6,0.0,0.0,41.0,16.4,112,132,-2.6,Houston Rockets,Dallas Mavericks,2023-11-28
9,Jae'Sean Tate,11:12,.753,.500,.500,1.500,11.0,11.0,11.0,22.7,4.4,0.0,0.0,13.0,179,120,11.0,Houston Rockets,Dallas Mavericks,2023-11-28
10,Reggie Bullock,0:0,Houston Rockets,Dallas Mavericks,2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Nate Hinton,0:0,Houston Rockets,Dallas Mavericks,2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jock Landale,0:0,Houston Rockets,Dallas Mavericks,2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Boban Marjanović,0:0,Houston Rockets,Dallas Mavericks,2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jermaine Samuels,0:0,Houston Rockets,Dallas Mavericks,2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Cam Whitmore,0:0,Houston Rockets,Dallas Mavericks,2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
