,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Pascal Siakam,35:39,.549,.500,.176,.529,5.4,9.0,7.1,26.0,1.3,1.9,0.0,24.5,130,121,1.8,Indiana Pacers,Toronto Raptors,2024-02-14
1,Tyrese Haliburton,34:23,.691,.654,.692,.385,0.0,12.4,5.9,43.4,2.6,0.0,6.2,19.6,149,118,8.2,Indiana Pacers,Toronto Raptors,2024-02-14
2,Andrew Nembhard,32:42,.751,.750,.375,.375,2.9,6.5,4.6,18.5,2.8,0.0,9.7,13.2,147,120,2.0,Indiana Pacers,Toronto Raptors,2024-02-14
3,Isaiah Jackson,31:33,.540,.538,.077,.154,9.1,27.0,17.6,4.2,0.0,8.5,6.7,19.7,111,114,-4.2,Indiana Pacers,Toronto Raptors,2024-02-14
4,Aaron Nesmith,16:42,.400,.400,.700,.000,0.0,12.8,6.1,7.5,0.0,8.0,0.0,25.0,84,119,-6.5,Indiana Pacers,Toronto Raptors,2024-02-14
6,Obi Toppin,25:18,.759,.778,.556,.222,7.6,12.6,10.0,0.0,3.6,5.3,0.0,16.3,149,113,7.7,Indiana Pacers,Toronto Raptors,2024-02-14
7,Doug McDermott,23:26,.542,.542,.750,.000,4.1,0.0,2.2,0.0,0.0,0.0,7.7,23.1,97,128,-7.5,Indiana Pacers,Toronto Raptors,2024-02-14
8,Ben Sheppard,20:56,.727,.667,.667,.333,0.0,25.5,12.1,0.0,2.2,0.0,12.7,15.7,118,116,-1.1,Indiana Pacers,Toronto Raptors,2024-02-14
9,T.J. McConnell,16:21,.375,.375,.000,.000,0.0,6.5,3.1,46.1,2.8,0.0,27.3,28.1,81,120,-11.4,Indiana Pacers,Toronto Raptors,2024-02-14
10,Oscar Tshiebwe,3:00,1.000,1.000,.000,.000,0.0,71.1,33.7,0.0,0.0,0.0,0.0,13.9,200,106,2.4,Indiana Pacers,Toronto Raptors,2024-02-14
11,Bennedict Mathurin,Did Not Dress,Indiana Pacers,Toronto Raptors,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
