,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Miles Bridges,37:46,.546,.500,.412,.176,2.2,20.6,9.5,5.6,1.3,0.0,14.1,23.6,100,109,-0.9,Charlotte Hornets,Miami Heat,2024-01-14
1,Terry Rozier,34:36,.507,.435,.478,.261,4.9,11.2,7.4,44.3,0.0,0.0,3.8,32.2,120,113,10.0,Charlotte Hornets,Miami Heat,2024-01-14
2,LaMelo Ball,30:29,.438,.438,.542,.000,5.5,34.0,16.8,41.8,4.9,0.0,7.7,35.7,97,100,9.7,Charlotte Hornets,Miami Heat,2024-01-14
3,Nick Richards,26:44,.200,.200,.000,.000,0.0,38.8,15.3,0.0,0.0,0.0,16.7,9.4,38,110,-14.9,Charlotte Hornets,Miami Heat,2024-01-14
4,Cody Martin,22:48,.500,.500,.667,.000,7.4,0.0,4.5,13.6,0.0,7.5,50.0,11.0,69,106,-5.1,Charlotte Hornets,Miami Heat,2024-01-14
6,P.J. Washington,28:25,.317,.357,.714,.286,5.9,18.3,10.8,5.7,1.8,0.0,11.3,13.1,73,108,-8.4,Charlotte Hornets,Miami Heat,2024-01-14
7,Nick Smith Jr.,16:17,.400,.400,.400,.000,0.0,15.9,6.3,0.0,0.0,0.0,28.6,18.0,57,113,-14.2,Charlotte Hornets,Miami Heat,2024-01-14
8,Ish Smith,12:28,.266,.000,.000,2.000,6.8,10.4,8.2,0.0,0.0,0.0,0.0,6.3,83,113,-9.8,Charlotte Hornets,Miami Heat,2024-01-14
9,Nathan Mensah,11:10,1.000,1.000,.000,.000,15.1,0.0,9.1,0.0,0.0,0.0,0.0,3.8,209,114,-7.2,Charlotte Hornets,Miami Heat,2024-01-14
10,JT Thor,9:37,.000,.000,.000,.000,35.0,0.0,21.2,15.1,0.0,8.9,0.0,26.1,42,105,-16.3,Charlotte Hornets,Miami Heat,2024-01-14
11,Bryce McGowens,5:20,.500,.500,.500,.000,15.8,24.3,19.1,0.0,0.0,0.0,0.0,15.7,119,112,0.0,Charlotte Hornets,Miami Heat,2024-01-14
12,Leaky Black,2:10,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,114,-10.1,Charlotte Hornets,Miami Heat,2024-01-14
13,James Bouknight,2:10,.266,.000,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,64,114,-15.5,Charlotte Hornets,Miami Heat,2024-01-14
14,Brandon Miller,Did Not Dress,Charlotte Hornets,Miami Heat,2024-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
