,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Collin Sexton,35:04,6,17,.353,3,7,.429,12,13,.923,1,2,3,6,0,0,2,3,27,+18,Brooklyn Nets,Utah Jazz,2023-12-18
1,Walker Kessler,32:08,6,8,.750,0,0,,2,4,.500,3,11,14,0,0,5,1,1,14,+9,Brooklyn Nets,Utah Jazz,2023-12-18
2,Talen Horton-Tucker,31:08,11,19,.579,5,7,.714,0,0,,0,3,3,6,2,0,1,2,27,+18,Brooklyn Nets,Utah Jazz,2023-12-18
3,Lauri Markkanen,28:57,6,14,.429,1,5,.200,7,7,1.000,1,9,10,4,0,1,2,1,20,+15,Brooklyn Nets,Utah Jazz,2023-12-18
4,Simone Fontecchio,24:32,1,7,.143,0,3,.000,0,0,,2,2,4,3,2,0,1,3,2,+9,Brooklyn Nets,Utah Jazz,2023-12-18
6,Ochai Agbaji,23:25,6,10,.600,1,5,.200,0,0,,1,2,3,2,1,1,2,1,13,+13,Brooklyn Nets,Utah Jazz,2023-12-18
7,John Collins,20:21,4,9,.444,3,4,.750,0,0,,1,2,3,0,0,1,4,2,11,+5,Brooklyn Nets,Utah Jazz,2023-12-18
8,Kelly Olynyk,19:47,1,2,.500,0,1,.000,0,0,,1,4,5,3,1,0,0,4,2,+2,Brooklyn Nets,Utah Jazz,2023-12-18
9,Kris Dunn,15:54,2,2,1.000,0,0,,0,0,,2,1,3,5,0,0,0,1,4,+6,Brooklyn Nets,Utah Jazz,2023-12-18
10,Taylor Hendricks,6:42,0,1,.000,0,1,.000,0,0,,0,2,2,1,0,0,1,1,0,-8,Brooklyn Nets,Utah Jazz,2023-12-18
11,Luka Šamanić,2:02,2,2,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,1,5,-2,Brooklyn Nets,Utah Jazz,2023-12-18
12,Keyonte George,Did Not Dress,Brooklyn Nets,Utah Jazz,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
