,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jonathan Kuminga,36:58,11,15,.733,1,1,1.000,6,7,.857,1,5,6,4,2,0,2,3,29,+15,Golden State Warriors,Memphis Grizzlies,2024-02-02
1,Stephen Curry,32:16,6,16,.375,4,9,.444,4,4,1.000,0,6,6,6,1,0,3,1,20,+12,Golden State Warriors,Memphis Grizzlies,2024-02-02
2,Andrew Wiggins,30:07,3,8,.375,1,2,.500,2,2,1.000,0,2,2,0,1,2,0,0,9,+9,Golden State Warriors,Memphis Grizzlies,2024-02-02
3,Draymond Green,27:42,4,7,.571,1,2,.500,0,0,,2,10,12,6,0,3,4,4,9,+10,Golden State Warriors,Memphis Grizzlies,2024-02-02
4,Klay Thompson,26:52,6,15,.400,2,9,.222,0,0,,0,2,2,0,0,1,0,0,14,+5,Golden State Warriors,Memphis Grizzlies,2024-02-02
6,Brandin Podziemski,34:04,5,8,.625,0,2,.000,2,2,1.000,1,6,7,14,2,1,0,2,12,+18,Golden State Warriors,Memphis Grizzlies,2024-02-02
7,Lester Quinones,19:05,3,6,.500,2,4,.500,2,2,1.000,1,5,6,1,0,0,2,3,10,+11,Golden State Warriors,Memphis Grizzlies,2024-02-02
8,Kevon Looney,11:14,4,4,1.000,0,0,,1,3,.333,0,1,1,1,1,0,3,1,9,+8,Golden State Warriors,Memphis Grizzlies,2024-02-02
9,Gui Santos,10:46,2,2,1.000,0,0,,0,0,,1,1,2,0,0,0,0,2,4,+5,Golden State Warriors,Memphis Grizzlies,2024-02-02
10,Trayce Jackson-Davis,9:10,2,2,1.000,0,0,,1,2,.500,0,2,2,0,0,1,0,1,5,+2,Golden State Warriors,Memphis Grizzlies,2024-02-02
11,Jerome Robinson,1:46,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+5,Golden State Warriors,Memphis Grizzlies,2024-02-02
12,Cory Joseph,0:0,Golden State Warriors,Memphis Grizzlies,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
