,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Lauri Markkanen,32:24,6,13,.462,2,5,.400,12,12,1.000,2,10,12,2,0,1,0,2,26,+17,Denver Nuggets,Utah Jazz,2024-01-10
1,Kris Dunn,25:42,2,2,1.000,1,1,1.000,0,0,,1,3,4,3,4,1,2,4,5,+6,Denver Nuggets,Utah Jazz,2024-01-10
2,John Collins,24:05,6,10,.600,2,4,.500,1,2,.500,0,6,6,3,1,0,1,2,15,+12,Denver Nuggets,Utah Jazz,2024-01-10
3,Collin Sexton,21:08,8,14,.571,2,4,.500,4,4,1.000,1,1,2,4,1,1,1,3,22,+11,Denver Nuggets,Utah Jazz,2024-01-10
4,Simone Fontecchio,20:30,1,5,.200,1,4,.250,0,0,,0,0,0,2,0,0,3,0,3,+13,Denver Nuggets,Utah Jazz,2024-01-10
6,Jordan Clarkson,33:00,12,19,.632,3,8,.375,0,1,.000,0,2,2,9,0,0,3,1,27,+8,Denver Nuggets,Utah Jazz,2024-01-10
7,Keyonte George,22:18,2,7,.286,1,4,.250,1,2,.500,0,1,1,3,1,0,1,0,6,+7,Denver Nuggets,Utah Jazz,2024-01-10
8,Kelly Olynyk,19:15,4,5,.800,1,1,1.000,0,0,,0,3,3,5,2,1,1,2,9,0,Denver Nuggets,Utah Jazz,2024-01-10
9,Walker Kessler,14:59,4,4,1.000,0,0,,0,0,,2,2,4,1,2,1,1,4,8,+10,Denver Nuggets,Utah Jazz,2024-01-10
10,Ochai Agbaji,13:23,0,2,.000,0,1,.000,0,0,,1,3,4,1,1,2,0,1,0,+1,Denver Nuggets,Utah Jazz,2024-01-10
11,Omer Yurtseven,3:19,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,2,0,2,-5,Denver Nuggets,Utah Jazz,2024-01-10
12,Luka Šamanić,3:19,0,0,,0,0,,1,2,.500,0,0,0,1,0,0,0,0,1,-5,Denver Nuggets,Utah Jazz,2024-01-10
13,Taylor Hendricks,3:19,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,1,1,0,0,-5,Denver Nuggets,Utah Jazz,2024-01-10
14,Brice Sensabaugh,3:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-5,Denver Nuggets,Utah Jazz,2024-01-10
15,Talen Horton-Tucker,0:0,Denver Nuggets,Utah Jazz,2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
