,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Tyrese Maxey,38:10,.597,.550,.300,.200,0.0,3.7,1.7,25.6,1.2,0.0,0.0,23.2,136,123,2.1,Philadelphia76ers,Washington Wizards,2023-12-06
1,Joel Embiid,38:02,.720,.672,.069,.448,18.5,26.0,21.9,38.4,1.2,2.2,14.7,43.6,133,120,14.9,Philadelphia76ers,Washington Wizards,2023-12-06
2,Tobias Harris,34:52,.333,.333,.111,.000,6.7,16.2,11.0,3.2,2.7,0.0,0.0,10.5,93,120,-7.7,Philadelphia76ers,Washington Wizards,2023-12-06
3,Nicolas Batum,32:34,.636,.625,.750,1.750,3.6,21.7,11.8,16.7,0.0,0.0,0.0,8.8,154,125,0.6,Philadelphia76ers,Washington Wizards,2023-12-06
4,De'Anthony Melton,27:18,.726,.600,.500,.700,0.0,25.9,11.7,18.4,3.4,3.1,7.1,21.0,149,114,10.4,Philadelphia76ers,Washington Wizards,2023-12-06
6,Patrick Beverley,20:35,.357,.357,.714,.000,0.0,27.4,12.4,22.0,2.2,0.0,22.2,17.8,78,120,-6.0,Philadelphia76ers,Washington Wizards,2023-12-06
7,Kelly Oubre Jr.,19:25,.711,.688,.375,.125,6.0,14.5,9.9,7.1,0.0,0.0,10.6,19.8,131,126,-0.3,Philadelphia76ers,Washington Wizards,2023-12-06
8,Marcus Morris,15:06,.410,.250,.250,.500,7.8,18.7,12.7,0.0,0.0,0.0,0.0,13.2,107,126,-8.9,Philadelphia76ers,Washington Wizards,2023-12-06
9,Paul Reed,9:58,.000,.000,1.000,.000,0.0,14.2,6.4,0.0,0.0,0.0,0.0,4.1,0,126,-16.6,Philadelphia76ers,Washington Wizards,2023-12-06
10,Robert Covington,4:00,,,,,0.0,35.3,16.0,0.0,0.0,0.0,100.0,10.2,0,125,-21.0,Philadelphia76ers,Washington Wizards,2023-12-06
11,Mo Bamba,0:0,Philadelphia76ers,Washington Wizards,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Danuel House Jr.,0:0,Philadelphia76ers,Washington Wizards,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Furkan Korkmaz,0:0,Philadelphia76ers,Washington Wizards,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,KJ Martin,0:0,Philadelphia76ers,Washington Wizards,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Jaden Springer,0:0,Philadelphia76ers,Washington Wizards,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
