,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jae Crowder,37:12,.683,.667,.667,.500,0.0,15.4,7.2,7.0,1.2,0.0,0.0,8.3,141,112,-1.3,Detroit Pistons,Milwaukee Bucks,2023-11-08
1,Damian Lillard,33:46,.553,.440,.480,.520,0.0,6.8,3.2,15.9,4.0,0.0,3.2,39.5,112,108,4.4,Detroit Pistons,Milwaukee Bucks,2023-11-08
2,Brook Lopez,26:19,.875,.875,.750,.000,0.0,26.1,12.3,0.0,0.0,10.6,27.3,17.6,109,105,2.7,Detroit Pistons,Milwaukee Bucks,2023-11-08
3,Malik Beasley,24:55,.776,.750,.333,.167,8.2,18.3,13.0,11.6,1.8,0.0,0.0,10.9,167,111,5.1,Detroit Pistons,Milwaukee Bucks,2023-11-08
4,Giannis Antetokounmpo,21:52,.402,.375,.125,.375,0.0,47.0,22.2,39.4,0.0,9.5,5.1,37.8,88,101,2.3,Detroit Pistons,Milwaukee Bucks,2023-11-08
6,MarJon Beauchamp,26:35,.563,.500,.375,.250,3.8,4.3,4.1,5.3,0.0,0.0,10.1,15.6,109,118,-8.4,Detroit Pistons,Milwaukee Bucks,2023-11-08
7,Cameron Payne,23:51,.608,.375,.750,1.000,0.0,4.8,2.3,15.5,3.8,0.0,14.8,11.9,120,109,-1.7,Detroit Pistons,Milwaukee Bucks,2023-11-08
8,Bobby Portis,22:56,.587,.536,.286,.214,8.9,15.0,11.8,15.9,0.0,0.0,11.5,31.8,111,115,-1.8,Detroit Pistons,Milwaukee Bucks,2023-11-08
9,Pat Connaughton,18:55,.333,.333,.333,.000,0.0,0.0,0.0,6.6,0.0,0.0,25.0,8.9,60,119,-11.1,Detroit Pistons,Milwaukee Bucks,2023-11-08
10,Andre Jackson Jr.,3:38,,,,,0.0,0.0,0.0,0.0,12.3,0.0,,0.0,0,92,-7.4,Detroit Pistons,Milwaukee Bucks,2023-11-08
11,Thanasis Antetokounmpo,0:0,Detroit Pistons,Milwaukee Bucks,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,A.J. Green,0:0,Detroit Pistons,Milwaukee Bucks,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Chris Livingston,0:0,Detroit Pistons,Milwaukee Bucks,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Robin Lopez,0:0,Detroit Pistons,Milwaukee Bucks,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Lindell Wigginton,0:0,Detroit Pistons,Milwaukee Bucks,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
