,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Shai Gilgeous-Alexander,20:38,8,15,.533,0,2,.000,2,4,.500,3,1,4,4,3,1,0,2,18,+15,Golden State Warriors,Oklahoma City Thunder,2023-12-08
1,Jalen Williams,18:51,7,8,.875,0,0,,1,2,.500,0,2,2,1,2,0,0,0,15,-3,Golden State Warriors,Oklahoma City Thunder,2023-12-08
2,Luguentz Dort,16:45,0,2,.000,0,1,.000,4,4,1.000,2,0,2,0,0,1,0,2,4,+11,Golden State Warriors,Oklahoma City Thunder,2023-12-08
3,Chet Holmgren,16:57,2,6,.333,0,2,.000,5,5,1.000,1,3,4,0,0,2,2,1,9,0,Golden State Warriors,Oklahoma City Thunder,2023-12-08
4,Josh Giddey,12:37,1,5,.200,1,4,.250,0,0,,0,5,5,1,0,0,0,2,3,-4,Golden State Warriors,Oklahoma City Thunder,2023-12-08
6,Cason Wallace,10:01,3,4,.750,1,2,.500,0,0,,0,0,0,0,0,0,1,0,7,0,Golden State Warriors,Oklahoma City Thunder,2023-12-08
7,Isaiah Joe,8:30,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+16,Golden State Warriors,Oklahoma City Thunder,2023-12-08
8,Aaron Wiggins,11:25,2,3,.667,0,1,.000,0,0,,1,2,3,0,0,0,1,1,4,-9,Golden State Warriors,Oklahoma City Thunder,2023-12-08
9,Kenrich Williams,4:02,1,2,.500,0,1,.000,0,0,,0,2,2,0,0,0,0,1,2,+2,Golden State Warriors,Oklahoma City Thunder,2023-12-08
10,Jaylin Williams, ,Golden State Warriors,Oklahoma City Thunder,2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Dāvis Bertāns,0:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2,Golden State Warriors,Oklahoma City Thunder,2023-12-08
12,Ousmane Dieng,0:0,Golden State Warriors,Oklahoma City Thunder,2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Tre Mann,0:0,Golden State Warriors,Oklahoma City Thunder,2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Vasilije Micić,0:0,Golden State Warriors,Oklahoma City Thunder,2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Aleksej Pokusevski,0:0,Golden State Warriors,Oklahoma City Thunder,2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
