,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jayson Tatum,42:58,12,22,.545,2,8,.250,6,8,.750,0,5,5,2,5,0,6,2,32,+3,Boston Celtics,Minnesota Timberwolves,2023-11-06
1,Jrue Holiday,41:36,4,16,.250,0,4,.000,4,6,.667,3,8,11,6,1,0,3,3,12,-19,Boston Celtics,Minnesota Timberwolves,2023-11-06
2,Jaylen Brown,39:29,10,21,.476,3,8,.375,3,4,.750,0,7,7,4,1,0,3,5,26,-16,Boston Celtics,Minnesota Timberwolves,2023-11-06
3,Al Horford,36:02,1,5,.200,1,4,.250,0,0,,2,3,5,4,1,0,2,4,3,+7,Boston Celtics,Minnesota Timberwolves,2023-11-06
4,Kristaps Porziņģis,35:40,5,14,.357,2,6,.333,8,10,.800,1,4,5,1,1,1,1,5,20,-7,Boston Celtics,Minnesota Timberwolves,2023-11-06
6,Sam Hauser,24:45,3,8,.375,3,8,.375,2,2,1.000,1,3,4,0,1,1,1,3,11,-3,Boston Celtics,Minnesota Timberwolves,2023-11-06
7,Payton Pritchard,20:22,0,3,.000,0,1,.000,0,0,,3,3,6,3,0,0,0,2,0,+13,Boston Celtics,Minnesota Timberwolves,2023-11-06
8,Luke Kornet,15:52,1,2,.500,0,0,,3,4,.750,1,0,1,0,2,0,0,2,5,+4,Boston Celtics,Minnesota Timberwolves,2023-11-06
9,Lamar Stevens,4:23,0,1,.000,0,0,,0,0,,0,1,1,0,1,0,0,0,0,-5,Boston Celtics,Minnesota Timberwolves,2023-11-06
10,Svi Mykhailiuk,3:51,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,Boston Celtics,Minnesota Timberwolves,2023-11-06
11,Dalano Banton,0:0,Boston Celtics,Minnesota Timberwolves,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Oshae Brissett,0:0,Boston Celtics,Minnesota Timberwolves,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
