,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Mikal Bridges,42:31,5,15,.333,1,7,.143,2,2,1.000,2,4,6,4,1,1,3,0,13,-6,Golden State Warriors,Brooklyn Nets,2024-02-05
1,Spencer Dinwiddie,39:23,3,12,.250,2,6,.333,1,2,.500,0,3,3,5,0,0,0,3,9,-14,Golden State Warriors,Brooklyn Nets,2024-02-05
2,Cam Thomas,36:21,4,21,.190,0,6,.000,10,11,.909,1,4,5,3,2,0,1,6,18,-14,Golden State Warriors,Brooklyn Nets,2024-02-05
3,Nic Claxton,31:56,7,9,.778,0,0,,1,2,.500,2,3,5,1,0,7,0,1,15,-8,Golden State Warriors,Brooklyn Nets,2024-02-05
4,Cameron Johnson,26:50,5,9,.556,3,6,.500,0,0,,1,7,8,4,1,2,1,5,13,-6,Golden State Warriors,Brooklyn Nets,2024-02-05
6,Dennis Smith Jr.,30:52,4,9,.444,1,3,.333,3,5,.600,4,4,8,5,2,2,4,4,12,+1,Golden State Warriors,Brooklyn Nets,2024-02-05
7,Royce O'Neale,27:01,5,12,.417,5,12,.417,0,0,,1,2,3,1,1,0,1,4,15,-12,Golden State Warriors,Brooklyn Nets,2024-02-05
8,Lonnie Walker IV,5:06,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3,+4,Golden State Warriors,Brooklyn Nets,2024-02-05
9,Dorian Finney-Smith,Did Not Dress,Golden State Warriors,Brooklyn Nets,2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Harry Giles,0:0,Golden State Warriors,Brooklyn Nets,2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Day'Ron Sharpe,Did Not Dress,Golden State Warriors,Brooklyn Nets,2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Trendon Watford,0:0,Golden State Warriors,Brooklyn Nets,2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
