,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Dennis Schröder,36:55,5,11,.455,3,4,.750,4,4,1.000,0,3,3,7,1,1,2,5,17,+15,Atlanta Hawks,Toronto Raptors,2023-12-13
1,OG Anunoby,36:38,10,13,.769,2,5,.400,0,0,,2,3,5,3,1,0,2,4,22,+17,Atlanta Hawks,Toronto Raptors,2023-12-13
2,Pascal Siakam,36:15,12,19,.632,5,6,.833,4,7,.571,1,6,7,7,0,0,2,0,33,+15,Atlanta Hawks,Toronto Raptors,2023-12-13
3,Scottie Barnes,34:02,11,14,.786,3,4,.750,2,3,.667,1,9,10,6,0,1,3,3,27,+7,Atlanta Hawks,Toronto Raptors,2023-12-13
4,Jakob Poeltl,31:54,5,8,.625,0,0,,5,8,.625,4,9,13,6,0,3,1,4,15,+12,Atlanta Hawks,Toronto Raptors,2023-12-13
6,Gary Trent Jr.,20:04,4,11,.364,4,8,.500,0,0,,0,0,0,1,0,0,0,0,12,-8,Atlanta Hawks,Toronto Raptors,2023-12-13
7,Malachi Flynn,17:28,0,4,.000,0,3,.000,0,0,,0,2,2,8,0,0,2,2,0,-8,Atlanta Hawks,Toronto Raptors,2023-12-13
8,Precious Achiuwa,17:03,2,5,.400,1,3,.333,2,2,1.000,1,6,7,1,1,2,2,0,7,-5,Atlanta Hawks,Toronto Raptors,2023-12-13
9,Chris Boucher,9:41,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,2,0,0,2,-10,Atlanta Hawks,Toronto Raptors,2023-12-13
10,Gradey Dick,0:0,Atlanta Hawks,Toronto Raptors,2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jalen McDaniels,0:0,Atlanta Hawks,Toronto Raptors,2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Otto Porter Jr.,0:0,Atlanta Hawks,Toronto Raptors,2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Garrett Temple,0:0,Atlanta Hawks,Toronto Raptors,2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Thaddeus Young,0:0,Atlanta Hawks,Toronto Raptors,2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
