,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Fred VanVleet,39:17,8,16,.500,4,8,.500,2,2,1.000,1,1,2,6,1,2,1,2,22,-6,Houston Rockets,Milwaukee Bucks,2023-12-17
1,Dillon Brooks,34:52,7,12,.583,2,4,.500,2,2,1.000,1,3,4,1,2,0,2,4,18,-15,Houston Rockets,Milwaukee Bucks,2023-12-17
2,Alperen Şengün,30:41,8,15,.533,0,3,.000,4,6,.667,2,6,8,5,1,1,0,4,20,-7,Houston Rockets,Milwaukee Bucks,2023-12-17
3,Jalen Green,28:50,6,11,.545,2,4,.500,2,2,1.000,0,2,2,7,0,0,1,0,16,-8,Houston Rockets,Milwaukee Bucks,2023-12-17
4,Jabari Smith Jr.,27:57,7,13,.538,1,4,.250,1,1,1.000,0,5,5,2,0,1,0,5,16,-4,Houston Rockets,Milwaukee Bucks,2023-12-17
6,Tari Eason,29:59,5,8,.625,1,2,.500,0,0,,0,6,6,1,2,0,0,2,11,-4,Houston Rockets,Milwaukee Bucks,2023-12-17
7,Jae'Sean Tate,18:35,0,2,.000,0,0,,0,0,,2,1,3,1,1,0,2,2,0,+4,Houston Rockets,Milwaukee Bucks,2023-12-17
8,Jeff Green,17:19,4,5,.800,1,1,1.000,7,8,.875,0,0,0,1,0,0,1,0,16,-2,Houston Rockets,Milwaukee Bucks,2023-12-17
9,Aaron Holiday,12:30,0,3,.000,0,1,.000,0,0,,0,1,1,2,1,0,2,2,0,-3,Houston Rockets,Milwaukee Bucks,2023-12-17
10,Reggie Bullock,0:0,Houston Rockets,Milwaukee Bucks,2023-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jock Landale,0:0,Houston Rockets,Milwaukee Bucks,2023-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Boban Marjanović,0:0,Houston Rockets,Milwaukee Bucks,2023-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jeenathan Williams,0:0,Houston Rockets,Milwaukee Bucks,2023-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
