,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Lauri Markkanen,33:41,6,15,.400,2,7,.286,2,2,1.000,2,6,8,1,0,1,2,1,16,-16,Los Angeles Lakers,Utah Jazz,2024-02-14
1,Keyonte George,32:59,5,9,.556,3,5,.600,0,0,,0,5,5,7,2,0,2,3,13,-5,Los Angeles Lakers,Utah Jazz,2024-02-14
2,John Collins,27:51,5,10,.500,0,3,.000,1,3,.333,3,7,10,2,1,1,2,4,11,-6,Los Angeles Lakers,Utah Jazz,2024-02-14
3,Walker Kessler,27:41,6,13,.462,0,1,.000,0,0,,5,2,7,1,0,3,2,4,12,-20,Los Angeles Lakers,Utah Jazz,2024-02-14
4,Collin Sexton,26:05,8,15,.533,2,5,.400,0,0,,0,0,0,3,0,2,0,1,18,-12,Los Angeles Lakers,Utah Jazz,2024-02-14
6,Jordan Clarkson,32:29,6,14,.429,3,8,.375,2,2,1.000,0,3,3,5,0,0,4,2,17,-17,Los Angeles Lakers,Utah Jazz,2024-02-14
7,Kris Dunn,17:21,5,6,.833,1,2,.500,1,1,1.000,1,0,1,3,1,0,0,3,12,-21,Los Angeles Lakers,Utah Jazz,2024-02-14
8,Taylor Hendricks,16:11,4,9,.444,1,6,.167,0,0,,2,3,5,1,0,0,0,2,9,-1,Los Angeles Lakers,Utah Jazz,2024-02-14
9,Talen Horton-Tucker,15:54,2,5,.400,1,4,.250,2,2,1.000,1,1,2,4,0,0,1,1,7,-10,Los Angeles Lakers,Utah Jazz,2024-02-14
10,Luka Šamanić,2:27,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,+7,Los Angeles Lakers,Utah Jazz,2024-02-14
11,Brice Sensabaugh,2:27,1,3,.333,0,2,.000,1,1,1.000,0,0,0,0,0,0,0,0,3,+7,Los Angeles Lakers,Utah Jazz,2024-02-14
12,Omer Yurtseven,2:27,0,0,,0,0,,1,2,.500,1,1,2,0,0,0,0,0,1,+7,Los Angeles Lakers,Utah Jazz,2024-02-14
13,Kira Lewis Jr.,2:27,0,1,.000,0,1,.000,0,0,,0,0,0,2,1,0,0,0,0,+7,Los Angeles Lakers,Utah Jazz,2024-02-14
14,Otto Porter Jr.,0:0,Los Angeles Lakers,Utah Jazz,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
