,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jaren Jackson Jr.,35:27,.323,.262,.333,.238,0.0,16.9,9.2,13.9,1.4,2.8,17.7,35.9,62,99,-16.2,Memphis Grizzlies,Miami Heat,2024-01-24
1,Vince Williams Jr.,32:41,1.063,1.050,.600,.400,0.0,15.3,8.3,24.2,1.5,0.0,7.8,17.6,183,101,16.8,Memphis Grizzlies,Miami Heat,2024-01-24
2,David Roddy,31:38,.455,.455,.364,.000,7.6,3.2,5.2,20.3,3.1,3.2,21.4,20.0,88,99,-1.7,Memphis Grizzlies,Miami Heat,2024-01-24
3,John Konchar,30:40,.786,.786,.429,.000,11.7,22.8,17.8,11.1,1.6,3.3,22.2,13.2,126,96,2.7,Memphis Grizzlies,Miami Heat,2024-01-24
4,Jacob Gilyard,23:38,.600,.600,.800,.000,0.0,0.0,0.0,44.5,2.1,0.0,28.6,13.4,117,105,0.2,Memphis Grizzlies,Miami Heat,2024-01-24
6,GG Jackson II,26:00,.790,.778,.667,.444,0.0,15.4,8.4,13.8,0.0,0.0,8.5,20.4,135,104,5.8,Memphis Grizzlies,Miami Heat,2024-01-24
7,Scotty Pippen Jr.,24:22,.856,.786,.143,.571,0.0,24.6,13.4,45.2,0.0,0.0,18.6,19.9,150,101,7.5,Memphis Grizzlies,Miami Heat,2024-01-24
8,Xavier Tillman Sr.,18:08,1.042,1.250,.500,1.000,6.6,16.5,12.0,8.6,2.7,16.5,25.8,9.7,139,87,10.8,Memphis Grizzlies,Miami Heat,2024-01-24
9,Ziaire Williams,17:26,.000,.000,.500,.000,6.9,28.7,18.8,7.6,2.8,0.0,11.1,23.3,18,93,-22.3,Memphis Grizzlies,Miami Heat,2024-01-24
10,Santi Aldama,Did Not Dress,Memphis Grizzlies,Miami Heat,2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jake LaRavia,Did Not Dress,Memphis Grizzlies,Miami Heat,2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Derrick Rose,Did Not Dress,Memphis Grizzlies,Miami Heat,2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
