,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jordan Poole,32:04,6,17,.353,2,7,.286,2,2,1.000,1,4,5,3,1,0,5,4,16,-10,Dallas Mavericks,Washington Wizards,2023-11-15
1,Kyle Kuzma,29:48,6,18,.333,2,6,.333,8,10,.800,2,4,6,3,0,0,2,1,22,-24,Dallas Mavericks,Washington Wizards,2023-11-15
2,Deni Avdija,23:59,5,6,.833,3,4,.750,2,2,1.000,1,2,3,4,3,0,0,4,15,+1,Dallas Mavericks,Washington Wizards,2023-11-15
3,Daniel Gafford,23:38,5,6,.833,0,0,,0,1,.000,2,7,9,2,0,0,0,1,10,-16,Dallas Mavericks,Washington Wizards,2023-11-15
4,Tyus Jones,22:19,6,7,.857,0,1,.000,0,0,,0,3,3,2,0,0,0,1,12,-20,Dallas Mavericks,Washington Wizards,2023-11-15
6,Bilal Coulibaly,27:58,4,5,.800,2,2,1.000,0,0,,0,8,8,2,0,1,0,3,10,-8,Dallas Mavericks,Washington Wizards,2023-11-15
7,Corey Kispert,25:44,3,8,.375,3,7,.429,3,4,.750,0,1,1,4,0,0,0,3,12,+2,Dallas Mavericks,Washington Wizards,2023-11-15
8,Landry Shamet,20:52,2,12,.167,0,7,.000,0,0,,0,2,2,1,0,0,0,2,4,-12,Dallas Mavericks,Washington Wizards,2023-11-15
9,Danilo Gallinari,18:07,3,6,.500,0,2,.000,4,4,1.000,2,4,6,1,0,0,2,0,10,-8,Dallas Mavericks,Washington Wizards,2023-11-15
10,Johnny Davis,6:37,2,3,.667,0,0,,0,0,,0,1,1,1,1,0,0,1,4,+11,Dallas Mavericks,Washington Wizards,2023-11-15
11,Anthony Gill,5:20,0,0,,0,0,,0,0,,0,1,1,0,1,0,3,1,0,+9,Dallas Mavericks,Washington Wizards,2023-11-15
12,Ryan Rollins,1:47,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+5,Dallas Mavericks,Washington Wizards,2023-11-15
13,Patrick Baldwin Jr.,1:47,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+5,Dallas Mavericks,Washington Wizards,2023-11-15
14,Jared Butler,0:0,Dallas Mavericks,Washington Wizards,2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Mike Muscala,0:0,Dallas Mavericks,Washington Wizards,2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
