,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Shai Gilgeous-Alexander,37:41,14,25,.560,0,2,.000,5,6,.833,0,7,7,5,2,2,2,1,33,-3,Oklahoma City Thunder,Sacramento Kings,2023-11-10
1,Jalen Williams,31:29,6,14,.429,0,3,.000,2,2,1.000,0,5,5,2,1,0,3,1,14,-14,Oklahoma City Thunder,Sacramento Kings,2023-11-10
2,Chet Holmgren,29:36,5,12,.417,0,3,.000,2,3,.667,1,6,7,1,1,1,4,2,12,-13,Oklahoma City Thunder,Sacramento Kings,2023-11-10
3,Josh Giddey,26:34,6,10,.600,0,1,.000,1,1,1.000,1,3,4,5,0,0,4,1,13,-19,Oklahoma City Thunder,Sacramento Kings,2023-11-10
4,Luguentz Dort,25:20,2,5,.400,2,3,.667,2,2,1.000,2,4,6,2,3,1,2,4,8,-11,Oklahoma City Thunder,Sacramento Kings,2023-11-10
6,Cason Wallace,23:50,3,7,.429,2,5,.400,0,0,,1,2,3,2,0,1,0,1,8,+3,Oklahoma City Thunder,Sacramento Kings,2023-11-10
7,Isaiah Joe,20:14,3,9,.333,3,8,.375,0,0,,0,1,1,0,1,0,1,0,9,+13,Oklahoma City Thunder,Sacramento Kings,2023-11-10
8,Lindy Waters III,19:13,0,2,.000,0,2,.000,0,0,,0,0,0,2,0,0,0,1,0,+3,Oklahoma City Thunder,Sacramento Kings,2023-11-10
9,Jaylin Williams,18:24,0,2,.000,0,2,.000,1,2,.500,0,4,4,2,1,0,0,3,1,+6,Oklahoma City Thunder,Sacramento Kings,2023-11-10
10,Ousmane Dieng,7:36,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,1,0,0,Oklahoma City Thunder,Sacramento Kings,2023-11-10
11,Dāvis Bertāns,0:0,Oklahoma City Thunder,Sacramento Kings,2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Tre Mann,0:0,Oklahoma City Thunder,Sacramento Kings,2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Vasilije Micić,0:0,Oklahoma City Thunder,Sacramento Kings,2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Aleksej Pokusevski,0:0,Oklahoma City Thunder,Sacramento Kings,2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Aaron Wiggins,0:0,Oklahoma City Thunder,Sacramento Kings,2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
