,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Brandon Ingram,30:38,8,18,.444,0,2,.000,2,2,1.000,1,4,5,6,0,0,1,1,18,+20,Utah Jazz,New Orleans Pelicans,2024-01-23
1,CJ McCollum,29:13,11,17,.647,9,13,.692,2,3,.667,1,4,5,2,1,1,2,3,33,+17,Utah Jazz,New Orleans Pelicans,2024-01-23
2,Zion Williamson,26:48,8,12,.667,0,0,,1,2,.500,1,2,3,11,0,0,2,2,17,+6,Utah Jazz,New Orleans Pelicans,2024-01-23
3,Herbert Jones,25:48,8,9,.889,4,4,1.000,2,2,1.000,2,3,5,5,1,1,0,4,22,+13,Utah Jazz,New Orleans Pelicans,2024-01-23
4,Jonas Valančiūnas,23:16,7,13,.538,1,5,.200,2,4,.500,3,9,12,3,0,0,1,2,17,+20,Utah Jazz,New Orleans Pelicans,2024-01-23
6,Trey Murphy III,24:43,6,14,.429,2,10,.200,0,1,.000,1,3,4,2,0,0,0,2,14,+23,Utah Jazz,New Orleans Pelicans,2024-01-23
7,Larry Nance Jr.,19:35,5,6,.833,1,2,.500,1,1,1.000,0,8,8,3,1,1,1,2,12,+6,Utah Jazz,New Orleans Pelicans,2024-01-23
8,Dyson Daniels,17:20,0,2,.000,0,1,.000,0,0,,0,5,5,3,1,0,0,2,0,+13,Utah Jazz,New Orleans Pelicans,2024-01-23
9,Naji Marshall,16:32,1,3,.333,1,1,1.000,0,0,,1,1,2,4,1,0,1,3,3,+12,Utah Jazz,New Orleans Pelicans,2024-01-23
10,Jordan Hawkins,16:29,2,4,.500,2,4,.500,0,0,,0,2,2,0,0,1,0,1,6,+9,Utah Jazz,New Orleans Pelicans,2024-01-23
11,Jose Alvarado,4:49,3,5,.600,3,4,.750,0,0,,0,2,2,0,0,0,1,0,9,+3,Utah Jazz,New Orleans Pelicans,2024-01-23
12,Cody Zeller,4:49,1,1,1.000,0,0,,0,0,,2,2,4,2,0,0,0,2,2,+3,Utah Jazz,New Orleans Pelicans,2024-01-23
