,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Kawhi Leonard,38:45,9,16,.563,2,5,.400,0,0,,0,8,8,7,1,0,3,2,20,+8,Golden State Warriors,Los Angeles Clippers,2023-12-02
1,Paul George,38:05,8,17,.471,4,8,.500,5,5,1.000,0,6,6,6,1,0,1,5,25,+5,Golden State Warriors,Los Angeles Clippers,2023-12-02
2,James Harden,35:02,7,14,.500,2,7,.286,5,5,1.000,0,5,5,9,1,0,1,4,21,0,Golden State Warriors,Los Angeles Clippers,2023-12-02
3,Terance Mann,24:03,1,6,.167,1,5,.200,0,0,,1,1,2,2,1,0,0,1,3,-5,Golden State Warriors,Los Angeles Clippers,2023-12-02
4,Ivica Zubac,22:40,6,6,1.000,0,0,,0,0,,1,6,7,1,0,3,3,4,12,+1,Golden State Warriors,Los Angeles Clippers,2023-12-02
6,Norman Powell,29:33,5,12,.417,2,5,.400,0,0,,1,0,1,0,0,0,2,1,12,+14,Golden State Warriors,Los Angeles Clippers,2023-12-02
7,Daniel Theis,21:56,6,11,.545,0,2,.000,0,0,,2,2,4,1,1,2,1,3,12,-1,Golden State Warriors,Los Angeles Clippers,2023-12-02
8,Russell Westbrook,18:52,2,5,.400,2,4,.500,2,4,.500,0,6,6,2,0,1,0,0,8,-11,Golden State Warriors,Los Angeles Clippers,2023-12-02
9,Kobe Brown,11:04,0,3,.000,0,3,.000,0,0,,0,1,1,3,0,0,0,1,0,-6,Golden State Warriors,Los Angeles Clippers,2023-12-02
10,Amir Coffey,0:0,Golden State Warriors,Los Angeles Clippers,2023-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Moussa Diabaté,0:0,Golden State Warriors,Los Angeles Clippers,2023-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Bones Hyland,0:0,Golden State Warriors,Los Angeles Clippers,2023-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Xavier Moon,0:0,Golden State Warriors,Los Angeles Clippers,2023-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,P.J. Tucker,0:0,Golden State Warriors,Los Angeles Clippers,2023-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
