,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Kevin Durant,37:35,10,16,.625,2,6,.333,11,12,.917,0,5,5,8,0,2,3,1,33,+20,Phoenix Suns,Brooklyn Nets,2024-01-31
1,Bradley Beal,36:30,3,8,.375,1,3,.333,5,6,.833,1,3,4,5,0,0,3,1,12,+1,Phoenix Suns,Brooklyn Nets,2024-01-31
2,Devin Booker,36:03,9,17,.529,4,6,.667,0,0,,0,3,3,8,2,1,2,5,22,+19,Phoenix Suns,Brooklyn Nets,2024-01-31
3,Eric Gordon,32:01,6,10,.600,5,9,.556,0,0,,0,2,2,4,1,0,0,1,17,+17,Phoenix Suns,Brooklyn Nets,2024-01-31
4,Jusuf Nurkić,29:47,11,15,.733,0,0,,6,9,.667,5,6,11,6,1,2,6,2,28,+16,Phoenix Suns,Brooklyn Nets,2024-01-31
6,Josh Okogie,25:40,4,6,.667,1,3,.333,2,3,.667,1,6,7,1,1,0,0,1,11,+5,Phoenix Suns,Brooklyn Nets,2024-01-31
7,Keita Bates-Diop,18:51,2,2,1.000,1,1,1.000,0,0,,2,2,4,1,0,0,1,0,5,+2,Phoenix Suns,Brooklyn Nets,2024-01-31
8,Drew Eubanks,18:13,3,4,.750,0,0,,0,2,.000,0,6,6,2,0,1,0,1,6,0,Phoenix Suns,Brooklyn Nets,2024-01-31
9,Jordan Goodwin,1:20,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0,Phoenix Suns,Brooklyn Nets,2024-01-31
10,Nassir Little,1:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Phoenix Suns,Brooklyn Nets,2024-01-31
11,Chimezie Metu,1:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Phoenix Suns,Brooklyn Nets,2024-01-31
12,Yuta Watanabe,1:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Phoenix Suns,Brooklyn Nets,2024-01-31
13,Bol Bol,0:0,Phoenix Suns,Brooklyn Nets,2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
