,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Pascal Siakam,35:39,8,17,.471,1,3,.333,6,9,.667,2,3,5,7,1,1,0,5,23,-1,Indiana Pacers,Toronto Raptors,2024-02-14
1,Tyrese Haliburton,34:23,6,13,.462,5,9,.556,4,5,.800,0,4,4,12,2,0,1,3,21,+2,Indiana Pacers,Toronto Raptors,2024-02-14
2,Andrew Nembhard,32:42,5,8,.625,2,3,.667,2,3,.667,1,2,3,5,2,0,1,2,14,+5,Indiana Pacers,Toronto Raptors,2024-02-14
3,Isaiah Jackson,31:33,7,13,.538,0,1,.000,1,2,.500,3,8,11,1,0,4,1,4,15,+6,Indiana Pacers,Toronto Raptors,2024-02-14
4,Aaron Nesmith,16:42,3,10,.300,2,7,.286,0,0,,0,2,2,1,0,2,0,2,8,-6,Indiana Pacers,Toronto Raptors,2024-02-14
6,Obi Toppin,25:18,6,9,.667,2,5,.400,1,2,.500,2,3,5,0,2,2,0,1,15,+2,Indiana Pacers,Toronto Raptors,2024-02-14
7,Doug McDermott,23:26,5,12,.417,3,9,.333,0,0,,1,0,1,0,0,0,1,0,13,+3,Indiana Pacers,Toronto Raptors,2024-02-14
8,Ben Sheppard,20:56,3,6,.500,2,4,.500,2,2,1.000,0,5,5,0,1,0,1,1,10,+8,Indiana Pacers,Toronto Raptors,2024-02-14
9,T.J. McConnell,16:21,3,8,.375,0,0,,0,0,,0,1,1,6,1,0,3,1,6,-3,Indiana Pacers,Toronto Raptors,2024-02-14
10,Oscar Tshiebwe,3:00,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,0,1,2,-6,Indiana Pacers,Toronto Raptors,2024-02-14
11,Bennedict Mathurin,Did Not Dress,Indiana Pacers,Toronto Raptors,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
