,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Tyler Herro,38:31,10,21,.476,4,12,.333,0,0,,0,5,5,4,0,0,1,1,24,-4,Boston Celtics,Miami Heat,2024-02-11
1,Caleb Martin,35:55,6,12,.500,3,7,.429,0,0,,4,4,8,1,0,0,1,1,15,0,Boston Celtics,Miami Heat,2024-02-11
2,Bam Adebayo,34:23,7,18,.389,0,0,,8,8,1.000,3,10,13,4,2,2,2,2,22,+3,Boston Celtics,Miami Heat,2024-02-11
3,Jaime Jaquez Jr.,28:36,2,6,.333,1,2,.500,1,2,.500,1,2,3,1,0,0,1,1,6,+2,Boston Celtics,Miami Heat,2024-02-11
4,Terry Rozier,24:08,6,16,.375,0,4,.000,1,1,1.000,2,2,4,6,0,0,0,0,13,-2,Boston Celtics,Miami Heat,2024-02-11
6,Duncan Robinson,32:48,5,11,.455,3,8,.375,2,2,1.000,0,2,2,1,0,0,1,5,15,-4,Boston Celtics,Miami Heat,2024-02-11
7,Haywood Highsmith,23:10,1,4,.250,0,1,.000,0,0,,3,0,3,0,2,0,0,4,2,+1,Boston Celtics,Miami Heat,2024-02-11
8,Kevin Love,15:16,2,6,.333,1,4,.250,0,0,,1,6,7,2,0,0,1,0,5,-10,Boston Celtics,Miami Heat,2024-02-11
9,Josh Richardson,7:09,1,3,.333,0,2,.000,0,0,,0,0,0,2,0,0,0,0,2,-6,Boston Celtics,Miami Heat,2024-02-11
10,Orlando Robinson,0:04,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,0,Boston Celtics,Miami Heat,2024-02-11
11,Thomas Bryant,0:0,Boston Celtics,Miami Heat,2024-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jamal Cain,0:0,Boston Celtics,Miami Heat,2024-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Nikola Jović,0:0,Boston Celtics,Miami Heat,2024-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
