,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Donovan Mitchell,35:28,.727,.700,.450,.150,8.1,12.3,10.3,31.8,2.7,4.7,8.6,28.3,141,97,18.9,Cleveland Cavaliers,San Antonio Spurs,2024-02-03
1,Jarrett Allen,30:44,.689,.667,.000,.111,12.5,34.1,23.8,0.0,0.0,0.0,5.0,27.8,133,96,5.3,Cleveland Cavaliers,San Antonio Spurs,2024-02-03
2,Max Strus,28:34,.333,.333,.778,.000,0.0,9.2,4.8,11.8,1.7,2.9,10.0,15.0,75,102,-3.7,Cleveland Cavaliers,San Antonio Spurs,2024-02-03
3,Evan Mobley,23:57,.835,.833,.200,.267,8.0,29.2,19.1,25.1,0.0,0.0,0.0,30.1,166,98,21.4,Cleveland Cavaliers,San Antonio Spurs,2024-02-03
4,Darius Garland,23:12,.515,.333,.667,.667,0.0,11.3,5.9,18.8,2.1,0.0,43.6,12.7,82,102,-8.9,Cleveland Cavaliers,San Antonio Spurs,2024-02-03
6,Caris LeVert,25:05,.500,.500,.500,.000,3.8,13.9,9.1,29.9,1.9,0.0,9.1,18.8,113,101,2.7,Cleveland Cavaliers,San Antonio Spurs,2024-02-03
7,Isaac Okoro,24:54,.438,.438,.625,.000,0.0,3.5,1.8,9.6,0.0,0.0,0.0,13.8,98,110,-5.8,Cleveland Cavaliers,San Antonio Spurs,2024-02-03
8,Georges Niang,17:58,.101,.000,.889,.222,0.0,9.7,5.1,11.6,0.0,0.0,0.0,23.6,37,107,-21.6,Cleveland Cavaliers,San Antonio Spurs,2024-02-03
9,Sam Merrill,14:16,.500,.500,1.000,.000,0.0,6.1,3.2,23.7,3.4,0.0,25.0,12.0,100,101,-1.1,Cleveland Cavaliers,San Antonio Spurs,2024-02-03
10,Dean Wade,13:41,.000,.000,1.000,.000,0.0,12.8,6.7,7.6,0.0,6.0,0.0,6.3,32,102,-7.9,Cleveland Cavaliers,San Antonio Spurs,2024-02-03
11,Damian Jones,1:41,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,112,-7.6,Cleveland Cavaliers,San Antonio Spurs,2024-02-03
12,Craig Porter Jr.,0:30,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,112,-9.8,Cleveland Cavaliers,San Antonio Spurs,2024-02-03
