,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Trae Young,42:11,12,17,.706,7,11,.636,1,2,.500,0,1,1,15,3,1,7,2,32,-1,Phoenix Suns,Atlanta Hawks,2024-02-02
1,Dejounte Murray,39:10,7,17,.412,1,8,.125,7,8,.875,0,8,8,5,1,0,1,2,22,+10,Phoenix Suns,Atlanta Hawks,2024-02-02
2,Jalen Johnson,37:44,6,14,.429,2,6,.333,2,3,.667,0,7,7,4,1,1,1,2,16,-2,Phoenix Suns,Atlanta Hawks,2024-02-02
3,Clint Capela,20:51,5,10,.500,0,0,,1,2,.500,6,4,10,0,0,0,0,2,11,-14,Phoenix Suns,Atlanta Hawks,2024-02-02
4,Saddiq Bey,16:26,1,7,.143,0,3,.000,0,0,,2,1,3,0,0,0,0,0,2,+3,Phoenix Suns,Atlanta Hawks,2024-02-02
6,Bogdan Bogdanović,34:21,8,12,.667,4,7,.571,3,3,1.000,1,3,4,5,0,0,0,2,23,+13,Phoenix Suns,Atlanta Hawks,2024-02-02
7,Onyeka Okongwu,27:09,7,8,.875,1,1,1.000,0,0,,3,4,7,0,1,2,0,1,15,+23,Phoenix Suns,Atlanta Hawks,2024-02-02
8,Wesley Matthews,12:32,2,6,.333,2,5,.400,0,0,,0,1,1,0,0,0,0,2,6,+4,Phoenix Suns,Atlanta Hawks,2024-02-02
9,Patty Mills,9:35,1,4,.250,0,3,.000,0,0,,0,2,2,0,1,0,0,0,2,+9,Phoenix Suns,Atlanta Hawks,2024-02-02
10,Bruno Fernando,0:0,Phoenix Suns,Atlanta Hawks,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Trent Forrest,0:0,Phoenix Suns,Atlanta Hawks,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,AJ Griffin,0:0,Phoenix Suns,Atlanta Hawks,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Garrison Mathews,0:0,Phoenix Suns,Atlanta Hawks,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
