,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Tyrese Maxey,31:43,.669,.656,.563,.063,0.0,3.4,1.8,44.5,1.4,2.4,0.0,20.4,155,120,6.8,Washington Wizards,Philadelphia76ers,2023-11-06
1,Tobias Harris,30:38,.660,.545,.182,.545,4.1,13.9,9.4,18.8,1.4,0.0,12.8,20.1,133,119,-1.9,Washington Wizards,Philadelphia76ers,2023-11-06
2,Joel Embiid,30:31,.770,.680,.080,.560,8.3,31.5,20.8,38.9,1.4,2.5,3.1,41.5,161,114,18.3,Washington Wizards,Philadelphia76ers,2023-11-06
3,Kelly Oubre Jr.,26:35,.255,.200,.400,.400,4.8,16.1,10.9,3.7,1.6,2.9,33.8,13.2,52,116,-14.2,Washington Wizards,Philadelphia76ers,2023-11-06
4,De'Anthony Melton,26:15,.700,.700,.500,.000,0.0,12.2,6.6,17.5,1.7,0.0,9.1,16.5,133,119,1.0,Washington Wizards,Philadelphia76ers,2023-11-06
6,Nicolas Batum,17:27,1.100,1.100,.800,.000,0.0,12.2,6.6,0.0,2.5,0.0,0.0,11.3,200,117,7.1,Washington Wizards,Philadelphia76ers,2023-11-06
7,Furkan Korkmaz,14:19,.174,.000,1.000,1.000,8.8,14.9,12.1,13.1,0.0,0.0,25.8,10.7,76,122,-13.2,Washington Wizards,Philadelphia76ers,2023-11-06
8,Paul Reed,13:31,1.000,1.000,.000,.000,18.7,31.6,25.7,17.6,3.2,0.0,25.0,11.7,160,112,6.6,Washington Wizards,Philadelphia76ers,2023-11-06
9,Jaden Springer,12:16,.174,.000,.250,1.000,10.3,0.0,4.7,0.0,3.5,0.0,14.8,21.7,48,117,-22.9,Washington Wizards,Philadelphia76ers,2023-11-06
10,Patrick Beverley,11:36,.872,.833,.667,.333,21.8,18.4,19.9,48.4,3.7,6.7,22.5,15.1,167,108,21.2,Washington Wizards,Philadelphia76ers,2023-11-06
11,Danuel House Jr.,6:43,.615,.500,.500,.500,0.0,0.0,0.0,0.0,0.0,0.0,45.0,26.0,63,125,-21.1,Washington Wizards,Philadelphia76ers,2023-11-06
12,Marcus Morris,6:27,.615,.500,.000,.500,0.0,16.5,9.0,0.0,0.0,12.0,0.0,14.9,132,113,-1.2,Washington Wizards,Philadelphia76ers,2023-11-06
13,Robert Covington,4:03,1.215,1.250,.500,1.000,0.0,0.0,0.0,0.0,32.2,19.1,0.0,28.0,250,38,67.1,Washington Wizards,Philadelphia76ers,2023-11-06
14,Mo Bamba,3:58,1.136,,,,0.0,53.8,29.2,0.0,0.0,19.5,69.4,28.6,68,100,-13.7,Washington Wizards,Philadelphia76ers,2023-11-06
15,KJ Martin,3:58,.000,.000,.000,.000,0.0,26.9,14.6,23.7,0.0,0.0,0.0,9.9,65,120,-9.9,Washington Wizards,Philadelphia76ers,2023-11-06
