,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Donovan Mitchell,38:52,8,21,.381,2,8,.250,12,13,.923,0,6,6,7,2,0,0,1,30,+4,Chicago Bulls,Cleveland Cavaliers,2024-02-14
1,Jarrett Allen,35:14,6,9,.667,0,1,.000,1,2,.500,1,9,10,3,1,1,0,1,13,+9,Chicago Bulls,Cleveland Cavaliers,2024-02-14
2,Evan Mobley,30:53,6,8,.750,1,1,1.000,1,2,.500,4,5,9,0,1,1,1,2,14,-6,Chicago Bulls,Cleveland Cavaliers,2024-02-14
3,Darius Garland,30:33,4,10,.400,2,5,.400,2,2,1.000,0,1,1,7,1,0,2,1,12,0,Chicago Bulls,Cleveland Cavaliers,2024-02-14
4,Max Strus,29:46,3,8,.375,1,6,.167,0,0,,0,3,3,3,1,0,1,4,7,-8,Chicago Bulls,Cleveland Cavaliers,2024-02-14
6,Isaac Okoro,26:52,6,11,.545,4,8,.500,0,0,,0,1,1,2,0,0,0,1,16,+1,Chicago Bulls,Cleveland Cavaliers,2024-02-14
7,Georges Niang,24:24,5,9,.556,1,5,.200,0,2,.000,0,2,2,0,0,0,3,6,11,+6,Chicago Bulls,Cleveland Cavaliers,2024-02-14
8,Caris LeVert,23:26,2,7,.286,1,3,.333,0,0,,1,3,4,9,0,0,1,2,5,+9,Chicago Bulls,Cleveland Cavaliers,2024-02-14
9,Ty Jerome,Did Not Dress,Chicago Bulls,Cleveland Cavaliers,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Damian Jones,0:0,Chicago Bulls,Cleveland Cavaliers,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Sam Merrill,Did Not Dress,Chicago Bulls,Cleveland Cavaliers,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Zhaire Smith,0:0,Chicago Bulls,Cleveland Cavaliers,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
