,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jordan Hawkins,37:58,10,19,.526,7,14,.500,4,5,.800,1,6,7,3,1,0,1,2,31,-15,New Orleans Pelicans,Denver Nuggets,2023-11-06
1,Zion Williamson,36:50,10,22,.455,0,0,,0,1,.000,3,7,10,9,2,0,0,2,20,-11,New Orleans Pelicans,Denver Nuggets,2023-11-06
2,Brandon Ingram,35:48,10,22,.455,0,4,.000,2,2,1.000,1,1,2,5,0,0,5,1,22,-29,New Orleans Pelicans,Denver Nuggets,2023-11-06
3,Herbert Jones,31:05,1,3,.333,0,2,.000,2,2,1.000,0,2,2,2,2,0,1,2,4,-23,New Orleans Pelicans,Denver Nuggets,2023-11-06
4,Jonas Valančiūnas,23:55,2,6,.333,0,1,.000,2,2,1.000,2,9,11,2,0,1,2,6,6,-10,New Orleans Pelicans,Denver Nuggets,2023-11-06
6,Matt Ryan,25:08,5,8,.625,4,6,.667,3,3,1.000,0,0,0,1,0,0,0,3,17,-4,New Orleans Pelicans,Denver Nuggets,2023-11-06
7,Dyson Daniels,20:32,4,5,.800,1,1,1.000,0,0,,0,2,2,1,1,1,3,0,9,+9,New Orleans Pelicans,Denver Nuggets,2023-11-06
8,Larry Nance Jr.,15:07,2,3,.667,1,1,1.000,0,0,,1,2,3,1,0,0,1,1,5,+2,New Orleans Pelicans,Denver Nuggets,2023-11-06
9,Kira Lewis Jr.,9:28,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,1,2,0,New Orleans Pelicans,Denver Nuggets,2023-11-06
10,Cody Zeller,4:06,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-9,New Orleans Pelicans,Denver Nuggets,2023-11-06
11,E.J. Liddell,0:0,New Orleans Pelicans,Denver Nuggets,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Dereon Seabron,0:0,New Orleans Pelicans,Denver Nuggets,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
