,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Pascal Siakam,34:49,.816,.813,.375,.250,4.2,10.3,7.6,14.2,1.4,0.0,10.1,26.2,146,134,6.3,Houston Rockets,Indiana Pacers,2024-02-06
1,Aaron Nesmith,33:26,.644,.667,.667,.667,4.4,0.0,2.0,2.9,1.5,2.0,27.9,14.8,96,138,-9.0,Houston Rockets,Indiana Pacers,2024-02-06
2,Andrew Nembhard,31:20,.900,.900,.200,.000,4.6,3.8,4.2,16.0,1.6,0.0,16.7,8.8,165,137,0.5,Houston Rockets,Indiana Pacers,2024-02-06
3,Tyrese Haliburton,29:05,.583,.600,.400,.067,0.0,8.3,4.5,28.3,1.7,4.6,11.5,27.6,116,133,0.6,Houston Rockets,Indiana Pacers,2024-02-06
4,Myles Turner,28:45,.591,.563,.375,.250,0.0,12.5,6.9,8.2,1.7,4.6,5.3,30.1,113,130,-5.6,Houston Rockets,Indiana Pacers,2024-02-06
6,Buddy Hield,24:26,.857,.857,.571,.000,0.0,14.7,8.1,26.7,0.0,0.0,12.5,15.1,159,135,5.3,Houston Rockets,Indiana Pacers,2024-02-06
7,T.J. McConnell,19:16,.743,.727,.091,.091,7.5,12.5,10.2,29.3,2.6,0.0,8.0,29.8,145,131,5.4,Houston Rockets,Indiana Pacers,2024-02-06
8,Jalen Smith,16:37,.750,.750,.333,.000,8.8,14.4,11.9,13.6,0.0,8.0,14.3,19.4,135,132,1.9,Houston Rockets,Indiana Pacers,2024-02-06
9,Obi Toppin,16:04,1.500,1.500,1.000,.000,0.0,29.9,16.4,23.4,3.1,0.0,0.0,2.9,249,122,13.0,Houston Rockets,Indiana Pacers,2024-02-06
10,Ben Sheppard,3:55,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0,142,-21.5,Houston Rockets,Indiana Pacers,2024-02-06
11,Isaiah Jackson,2:17,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4,200,142,19.9,Houston Rockets,Indiana Pacers,2024-02-06
12,Kendall Brown,0:0,Houston Rockets,Indiana Pacers,2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,James Johnson,0:0,Houston Rockets,Indiana Pacers,2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Oscar Tshiebwe,0:0,Houston Rockets,Indiana Pacers,2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Jarace Walker,0:0,Houston Rockets,Indiana Pacers,2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
