,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Michael Porter Jr.,36:31,8,16,.500,0,4,.000,3,3,1.000,1,9,10,4,2,1,2,1,19,+8,Denver Nuggets,Phoenix Suns,2023-12-01
1,Nikola Jokić,34:55,9,18,.500,0,3,.000,3,6,.500,1,4,5,16,1,2,3,4,21,+6,Denver Nuggets,Phoenix Suns,2023-12-01
2,Kentavious Caldwell-Pope,34:37,6,10,.600,3,6,.500,0,0,,0,1,1,6,3,0,0,2,15,+6,Denver Nuggets,Phoenix Suns,2023-12-01
3,Reggie Jackson,29:25,8,11,.727,3,4,.750,1,2,.500,0,2,2,4,0,0,1,3,20,0,Denver Nuggets,Phoenix Suns,2023-12-01
4,Justin Holiday,25:29,6,8,.750,3,5,.600,0,0,,1,1,2,4,1,0,0,2,15,+8,Denver Nuggets,Phoenix Suns,2023-12-01
6,Peyton Watson,25:29,4,9,.444,0,2,.000,0,0,,0,3,3,0,0,0,0,5,8,+5,Denver Nuggets,Phoenix Suns,2023-12-01
7,Christian Braun,22:22,4,6,.667,0,0,,0,0,,1,3,4,4,1,0,1,0,8,+5,Denver Nuggets,Phoenix Suns,2023-12-01
8,Julian Strawther,18:07,4,9,.444,3,8,.375,0,0,,0,3,3,0,0,1,0,2,11,0,Denver Nuggets,Phoenix Suns,2023-12-01
9,DeAndre Jordan,13:05,1,1,1.000,0,0,,0,1,.000,0,2,2,0,0,0,2,2,2,+2,Denver Nuggets,Phoenix Suns,2023-12-01
10,Collin Gillespie,0:0,Denver Nuggets,Phoenix Suns,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Braxton Key,0:0,Denver Nuggets,Phoenix Suns,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Zeke Nnaji,0:0,Denver Nuggets,Phoenix Suns,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
