,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Ochai Agbaji,36:10,5,10,.500,3,6,.500,0,0,,3,3,6,3,4,0,1,1,13,-3,Utah Jazz,Minnesota Timberwolves,2023-11-30
1,Simone Fontecchio,33:40,6,12,.500,2,7,.286,2,2,1.000,3,2,5,5,1,0,2,3,16,-11,Utah Jazz,Minnesota Timberwolves,2023-11-30
2,Keyonte George,32:46,4,19,.211,1,6,.167,3,3,1.000,1,3,4,4,0,0,2,2,12,-11,Utah Jazz,Minnesota Timberwolves,2023-11-30
3,John Collins,28:21,3,12,.250,1,4,.250,2,2,1.000,3,9,12,0,0,0,4,4,9,-17,Utah Jazz,Minnesota Timberwolves,2023-11-30
4,Omer Yurtseven,14:29,1,4,.250,0,1,.000,0,0,,1,6,7,0,0,1,2,3,2,-4,Utah Jazz,Minnesota Timberwolves,2023-11-30
6,Walker Kessler,26:32,3,6,.500,0,2,.000,1,2,.500,0,5,5,2,1,3,1,1,7,-7,Utah Jazz,Minnesota Timberwolves,2023-11-30
7,Collin Sexton,23:16,4,8,.500,1,2,.500,5,5,1.000,0,3,3,4,0,0,3,1,14,-3,Utah Jazz,Minnesota Timberwolves,2023-11-30
8,Talen Horton-Tucker,18:53,3,7,.429,1,3,.333,0,0,,0,1,1,1,0,0,0,1,7,+1,Utah Jazz,Minnesota Timberwolves,2023-11-30
9,Kelly Olynyk,14:10,3,5,.600,2,2,1.000,0,0,,1,3,4,3,0,0,2,3,8,+2,Utah Jazz,Minnesota Timberwolves,2023-11-30
10,Luka Šamanić,11:43,1,4,.250,0,1,.000,0,0,,1,3,4,0,0,0,2,0,2,-2,Utah Jazz,Minnesota Timberwolves,2023-11-30
11,Johnny Juzang,0:0,Utah Jazz,Minnesota Timberwolves,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Micah Potter,0:0,Utah Jazz,Minnesota Timberwolves,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
