,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Brandon Ingram,31:12,.324,.308,.231,.154,2.6,7.5,4.6,38.7,0.0,0.0,17.8,22.4,71,137,-10.6,New Orleans Pelicans,Los Angeles Lakers,2023-12-07
1,Herbert Jones,26:01,.460,.400,.300,.200,12.3,13.5,12.8,6.9,3.6,3.6,8.4,18.9,99,125,-1.3,New Orleans Pelicans,Los Angeles Lakers,2023-12-07
2,Zion Williamson,25:45,.611,.750,.000,.750,3.1,4.5,3.7,24.5,0.0,0.0,22.0,22.0,92,138,-6.1,New Orleans Pelicans,Los Angeles Lakers,2023-12-07
3,CJ McCollum,25:20,.321,.321,.286,.000,3.2,13.9,7.5,14.3,3.7,0.0,6.7,24.5,69,127,-6.8,New Orleans Pelicans,Los Angeles Lakers,2023-12-07
4,Jonas Valančiūnas,23:05,.455,.389,.444,.222,0.0,15.2,6.2,15.0,2.1,12.2,9.2,19.5,90,123,0.5,New Orleans Pelicans,Los Angeles Lakers,2023-12-07
6,Trey Murphy III,22:25,.504,.462,.538,.154,0.0,15.7,6.4,9.2,0.0,0.0,0.0,25.7,103,136,-0.5,New Orleans Pelicans,Los Angeles Lakers,2023-12-07
7,Jose Alvarado,20:18,.571,.571,.429,.000,0.0,11.5,4.7,35.2,4.7,0.0,12.5,16.3,109,126,5.5,New Orleans Pelicans,Los Angeles Lakers,2023-12-07
8,Dyson Daniels,16:58,.340,.200,.400,.400,9.4,41.4,22.4,0.0,0.0,5.5,0.0,14.4,89,127,-5.5,New Orleans Pelicans,Los Angeles Lakers,2023-12-07
9,Naji Marshall,12:08,.868,.750,.500,1.000,13.2,19.3,15.7,0.0,0.0,0.0,25.8,13.3,134,135,-1.7,New Orleans Pelicans,Los Angeles Lakers,2023-12-07
10,Jordan Hawkins,12:00,.250,.250,.375,.000,0.0,19.5,7.9,0.0,0.0,0.0,0.0,27.6,52,135,-17.7,New Orleans Pelicans,Los Angeles Lakers,2023-12-07
11,Cody Zeller,12:00,.532,.000,.000,2.000,6.7,9.8,7.9,11.8,0.0,0.0,0.0,6.5,143,137,-6.7,New Orleans Pelicans,Los Angeles Lakers,2023-12-07
12,Kira Lewis Jr.,6:23,.333,.333,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,26.0,48,139,-20.2,New Orleans Pelicans,Los Angeles Lakers,2023-12-07
13,Jeremiah Robinson-Earl,6:23,.000,.000,.000,.000,0.0,36.7,14.9,22.1,0.0,0.0,0.0,13.0,23,131,-11.8,New Orleans Pelicans,Los Angeles Lakers,2023-12-07
