,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,De'Aaron Fox,35:25,.475,.475,.450,.000,2.7,11.6,6.4,4.2,2.8,2.9,13.0,28.3,83,133,-7.9,Sacramento Kings,Cleveland Cavaliers,2024-02-05
1,Domantas Sabonis,34:02,.667,.667,.000,.000,11.3,60.4,31.5,61.3,0.0,0.0,35.7,17.9,128,138,10.1,Sacramento Kings,Cleveland Cavaliers,2024-02-05
2,Kevin Huerter,31:22,.556,.556,.556,.000,6.1,4.4,5.4,16.6,1.6,0.0,10.0,13.9,120,140,-1.0,Sacramento Kings,Cleveland Cavaliers,2024-02-05
3,Harrison Barnes,30:27,.733,.733,.667,.000,0.0,4.5,1.9,0.0,1.6,0.0,0.0,21.4,134,139,5.3,Sacramento Kings,Cleveland Cavaliers,2024-02-05
4,Keegan Murray,29:35,.556,.556,.444,.000,0.0,4.6,1.9,8.9,0.0,0.0,0.0,13.2,118,143,-6.0,Sacramento Kings,Cleveland Cavaliers,2024-02-05
6,Malik Monk,23:47,.654,.667,.333,.333,4.0,17.3,9.5,7.0,0.0,0.0,12.7,28.8,110,141,-4.8,Sacramento Kings,Cleveland Cavaliers,2024-02-05
7,Trey Lyles,18:44,.518,.400,.600,.800,0.0,29.3,12.1,6.8,2.6,0.0,0.0,15.7,116,135,-2.3,Sacramento Kings,Cleveland Cavaliers,2024-02-05
8,Davion Mitchell,9:21,.333,.333,.333,.000,0.0,0.0,0.0,40.7,0.0,0.0,0.0,14.0,112,143,-6.0,Sacramento Kings,Cleveland Cavaliers,2024-02-05
9,Kessler Edwards,8:48,.500,.500,.800,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,96,143,-11.5,Sacramento Kings,Cleveland Cavaliers,2024-02-05
10,JaVale McGee,5:33,.000,.000,.500,.000,0.0,49.4,20.3,0.0,0.0,0.0,0.0,15.7,0,138,-25.3,Sacramento Kings,Cleveland Cavaliers,2024-02-05
11,Chris Duarte,3:14,.868,.750,1.000,1.000,29.7,0.0,17.5,0.0,0.0,0.0,0.0,38.8,180,144,30.1,Sacramento Kings,Cleveland Cavaliers,2024-02-05
12,Keon Ellis,3:14,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,26.9,0,144,-37.7,Sacramento Kings,Cleveland Cavaliers,2024-02-05
13,Colby Jones,3:14,.000,.000,.000,2.000,29.7,0.0,17.5,0.0,0.0,0.0,0.0,25.3,39,144,-28.1,Sacramento Kings,Cleveland Cavaliers,2024-02-05
14,Alex Len,3:14,,,,,0.0,0.0,0.0,34.5,0.0,0.0,,0.0,240,144,4.7,Sacramento Kings,Cleveland Cavaliers,2024-02-05
