,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Brandon Ingram,35:04,4,7,.571,2,4,.500,5,5,1.000,0,4,4,6,1,1,1,1,15,+10,Philadelphia76ers,New Orleans Pelicans,2023-11-29
1,Zion Williamson,33:15,11,12,.917,0,0,,11,12,.917,1,7,8,6,3,0,2,1,33,+16,Philadelphia76ers,New Orleans Pelicans,2023-11-29
2,Herbert Jones,32:43,3,8,.375,0,3,.000,1,1,1.000,1,2,3,6,0,0,5,2,7,+14,Philadelphia76ers,New Orleans Pelicans,2023-11-29
3,Jonas Valančiūnas,31:34,8,9,.889,0,1,.000,3,3,1.000,3,3,6,3,0,0,2,5,19,+18,Philadelphia76ers,New Orleans Pelicans,2023-11-29
4,CJ McCollum,28:08,7,16,.438,3,8,.375,3,3,1.000,1,3,4,5,2,1,2,3,20,+19,Philadelphia76ers,New Orleans Pelicans,2023-11-29
6,Jordan Hawkins,23:56,4,10,.400,3,8,.375,5,6,.833,2,3,5,2,0,0,2,2,16,-7,Philadelphia76ers,New Orleans Pelicans,2023-11-29
7,Naji Marshall,18:34,1,4,.250,1,3,.333,1,2,.500,2,1,3,3,1,1,1,1,4,-3,Philadelphia76ers,New Orleans Pelicans,2023-11-29
8,Dyson Daniels,14:15,2,4,.500,0,1,.000,0,0,,1,3,4,1,2,1,1,2,4,+4,Philadelphia76ers,New Orleans Pelicans,2023-11-29
9,Cody Zeller,13:10,0,3,.000,0,0,,1,2,.500,0,1,1,0,1,0,2,4,1,-9,Philadelphia76ers,New Orleans Pelicans,2023-11-29
10,Jose Alvarado,9:19,2,5,.400,1,2,.500,0,0,,2,0,2,1,1,0,2,1,5,-12,Philadelphia76ers,New Orleans Pelicans,2023-11-29
11,Kira Lewis Jr.,0:0,Philadelphia76ers,New Orleans Pelicans,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jeremiah Robinson-Earl,0:0,Philadelphia76ers,New Orleans Pelicans,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
