,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Devin Vassell,37:02,.580,.528,.444,.556,0.0,11.3,6.0,20.2,0.0,2.0,4.3,28.2,117,116,3.2,Orlando Magic,San Antonio Spurs,2024-01-31
1,Tre Jones,34:35,.592,.500,.200,.800,3.5,6.0,4.8,33.4,4.2,0.0,12.9,10.0,136,109,2.4,Orlando Magic,San Antonio Spurs,2024-01-31
2,Jeremy Sochan,33:01,.670,.654,.231,.077,14.5,25.3,20.3,11.9,0.0,4.4,27.1,24.9,100,110,-1.6,Orlando Magic,San Antonio Spurs,2024-01-31
3,Victor Wembanyama,30:11,.610,.533,.333,.333,0.0,27.7,14.8,19.2,3.2,12.0,14.9,29.9,107,96,9.9,Orlando Magic,San Antonio Spurs,2024-01-31
4,Julian Champagnie,20:02,.000,.000,.500,.000,0.0,5.2,2.8,6.7,4.9,0.0,20.0,11.1,13,108,-11.5,Orlando Magic,San Antonio Spurs,2024-01-31
6,Cedi Osman,27:51,.500,.500,.750,.000,0.0,7.5,4.0,16.8,0.0,0.0,20.0,16.0,87,118,-8.2,Orlando Magic,San Antonio Spurs,2024-01-31
7,Dominick Barlow,18:16,.902,1.000,.000,.667,6.6,22.8,15.3,0.0,2.7,4.0,0.0,9.5,181,105,5.7,Orlando Magic,San Antonio Spurs,2024-01-31
8,Malaki Branham,15:25,.500,.500,.250,.000,7.8,20.3,14.5,20.9,0.0,0.0,20.0,14.5,99,115,-4.0,Orlando Magic,San Antonio Spurs,2024-01-31
9,Doug McDermott,12:00,.145,.167,.667,.333,0.0,8.7,4.7,0.0,0.0,0.0,12.7,29.3,26,118,-27.5,Orlando Magic,San Antonio Spurs,2024-01-31
10,Blake Wesley,11:37,.500,.500,.250,.000,0.0,9.0,4.8,14.9,4.2,0.0,33.3,23.0,67,109,-9.6,Orlando Magic,San Antonio Spurs,2024-01-31
11,Devonte' Graham,0:0,Orlando Magic,San Antonio Spurs,2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Sandro Mamukelashvili,0:0,Orlando Magic,San Antonio Spurs,2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
