,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Trae Young,38:27,7,19,.368,3,9,.333,10,11,.909,0,2,2,11,1,0,5,0,27,+4,Miami Heat,Atlanta Hawks,2023-11-11
1,Dejounte Murray,35:35,9,16,.563,5,9,.556,0,1,.000,0,5,5,5,3,1,3,1,23,-9,Miami Heat,Atlanta Hawks,2023-11-11
2,De'Andre Hunter,35:35,4,11,.364,0,4,.000,2,2,1.000,0,5,5,2,1,1,3,4,10,-9,Miami Heat,Atlanta Hawks,2023-11-11
3,Clint Capela,23:56,4,6,.667,0,0,,0,0,,7,5,12,0,1,2,0,3,8,+7,Miami Heat,Atlanta Hawks,2023-11-11
4,Jalen Johnson,21:42,4,8,.500,1,3,.333,0,0,,0,4,4,2,0,0,3,2,9,-6,Miami Heat,Atlanta Hawks,2023-11-11
6,Bogdan Bogdanović,28:47,5,13,.385,5,12,.417,0,0,,0,3,3,1,0,0,2,4,15,-3,Miami Heat,Atlanta Hawks,2023-11-11
7,Saddiq Bey,24:25,3,9,.333,2,7,.286,0,0,,3,5,8,0,0,0,4,0,8,-10,Miami Heat,Atlanta Hawks,2023-11-11
8,Onyeka Okongwu,24:04,0,3,.000,0,0,,2,2,1.000,4,3,7,2,0,2,0,2,2,-15,Miami Heat,Atlanta Hawks,2023-11-11
9,Wesley Matthews,7:29,2,2,1.000,2,2,1.000,1,2,.500,1,1,2,0,0,0,1,3,7,+1,Miami Heat,Atlanta Hawks,2023-11-11
10,Bruno Fernando,0:0,Miami Heat,Atlanta Hawks,2023-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Trent Forrest,0:0,Miami Heat,Atlanta Hawks,2023-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,AJ Griffin,0:0,Miami Heat,Atlanta Hawks,2023-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Garrison Mathews,0:0,Miami Heat,Atlanta Hawks,2023-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Patty Mills,0:0,Miami Heat,Atlanta Hawks,2023-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
