,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Desmond Bane,5:00,0,2,.000,0,2,.000,1,2,.500,0,1,1,1,0,0,0,2,1,+1,Memphis Grizzlies,New Orleans Pelicans,2023-12-26
1,Ja Morant,5:00,2,2,1.000,0,0,,1,2,.500,0,1,1,0,0,0,0,0,5,+1,Memphis Grizzlies,New Orleans Pelicans,2023-12-26
2,Jaren Jackson Jr.,5:00,2,2,1.000,0,0,,0,0,,0,2,2,0,0,0,0,2,4,+1,Memphis Grizzlies,New Orleans Pelicans,2023-12-26
3,Marcus Smart,5:00,1,1,1.000,0,0,,1,1,1.000,0,0,0,1,1,0,0,2,3,+1,Memphis Grizzlies,New Orleans Pelicans,2023-12-26
4,Bismack Biyombo, ,Memphis Grizzlies,New Orleans Pelicans,2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Xavier Tillman Sr.,4:56,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,Memphis Grizzlies,New Orleans Pelicans,2023-12-26
7,Vince Williams Jr.,0:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3,Memphis Grizzlies,New Orleans Pelicans,2023-12-26
8,David Roddy, ,Memphis Grizzlies,New Orleans Pelicans,2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Ziaire Williams, ,Memphis Grizzlies,New Orleans Pelicans,2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Santi Aldama, ,Memphis Grizzlies,New Orleans Pelicans,2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jacob Gilyard,0:0,Memphis Grizzlies,New Orleans Pelicans,2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,John Konchar,0:0,Memphis Grizzlies,New Orleans Pelicans,2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
