,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Wendell Carter Jr.,34:07,.715,.682,.273,.182,7.8,22.4,15.8,10.4,1.6,0.0,7.8,17.4,145,97,8.1,Miami Heat,Orlando Magic,2024-01-21
1,Paolo Banchero,31:11,.617,.607,.357,.357,0.0,35.0,19.2,11.7,0.0,0.0,11.0,26.9,118,95,4.0,Miami Heat,Orlando Magic,2024-01-21
2,Markelle Fultz,29:00,.750,.750,.000,.000,4.6,0.0,2.1,24.5,3.8,7.7,20.0,15.9,130,98,10.7,Miami Heat,Orlando Magic,2024-01-21
3,Jalen Suggs,28:30,.463,.409,.545,.182,18.7,0.0,8.4,5.6,1.9,0.0,14.4,22.4,103,106,-4.9,Miami Heat,Orlando Magic,2024-01-21
4,Franz Wagner,27:50,.625,.538,.385,.385,4.8,3.9,4.3,32.4,0.0,0.0,0.0,25.1,152,109,10.8,Miami Heat,Orlando Magic,2024-01-21
6,Joe Ingles,17:09,.000,.000,1.000,.000,7.8,12.7,10.5,22.7,0.0,0.0,60.0,13.4,44,105,-12.1,Miami Heat,Orlando Magic,2024-01-21
7,Cole Anthony,16:29,.417,.417,.333,.000,0.0,39.7,21.8,18.7,3.3,6.8,33.3,25.1,68,81,-0.8,Miami Heat,Orlando Magic,2024-01-21
8,Anthony Black,13:48,.510,.500,.400,.400,0.0,0.0,0.0,11.6,0.0,0.0,14.5,22.9,98,111,-8.2,Miami Heat,Orlando Magic,2024-01-21
9,Jonathan Isaac,13:48,.773,.667,.333,.667,0.0,7.9,4.3,0.0,0.0,8.1,0.0,12.9,167,103,6.2,Miami Heat,Orlando Magic,2024-01-21
10,Moritz Wagner,10:52,.613,.333,.000,2.667,36.8,10.0,22.1,0.0,0.0,0.0,0.0,27.6,153,106,5.6,Miami Heat,Orlando Magic,2024-01-21
11,Caleb Houstan,8:13,,,,,0.0,0.0,0.0,15.8,0.0,0.0,,0.0,224,111,0.8,Miami Heat,Orlando Magic,2024-01-21
12,Jett Howard,3:01,.568,,,,0.0,36.2,19.9,0.0,0.0,37.0,0.0,13.4,123,76,18.4,Miami Heat,Orlando Magic,2024-01-21
13,Chuma Okeke,3:01,.000,.000,1.000,.000,0.0,72.3,39.8,0.0,0.0,0.0,0.0,30.5,0,78,-30.8,Miami Heat,Orlando Magic,2024-01-21
14,Trevelin Queen,3:01,,,,,0.0,36.2,19.9,0.0,0.0,0.0,,0.0,0,94,-2.2,Miami Heat,Orlando Magic,2024-01-21
15,Goga Bitadze,0:0,Miami Heat,Orlando Magic,2024-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
