,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Franz Wagner,30:48,.931,.929,.429,.429,15.1,11.1,12.8,13.8,0.0,2.7,10.7,25.8,168,120,12.0,Washington Wizards,Orlando Magic,2023-11-29
1,Jalen Suggs,28:41,.712,.700,.400,.067,5.4,8.0,6.9,14.0,3.3,0.0,11.5,25.9,133,116,0.9,Washington Wizards,Orlando Magic,2023-11-29
2,Anthony Black,26:58,.700,.700,.400,.000,0.0,21.2,12.2,11.7,0.0,3.1,28.6,11.1,113,118,-2.5,Washington Wizards,Orlando Magic,2023-11-29
3,Paolo Banchero,26:46,.322,.250,.000,.375,5.8,12.8,9.8,15.1,0.0,0.0,30.0,21.2,75,122,-18.1,Washington Wizards,Orlando Magic,2023-11-29
4,Goga Bitadze,23:43,.592,.400,.000,.800,6.5,28.9,19.4,8.6,0.0,3.5,12.9,14.0,131,117,-3.1,Washington Wizards,Orlando Magic,2023-11-29
6,Cole Anthony,26:09,.687,.656,.313,.313,17.8,13.1,15.1,26.6,0.0,6.3,5.2,31.3,150,117,7.2,Washington Wizards,Orlando Magic,2023-11-29
7,Joe Ingles,19:52,.806,.786,.143,.143,0.0,23.0,13.2,37.2,2.4,0.0,21.2,20.3,145,115,6.5,Washington Wizards,Orlando Magic,2023-11-29
8,Gary Harris,19:19,1.205,1.500,1.000,1.500,0.0,11.8,6.8,21.6,4.9,0.0,23.1,9.5,179,111,11.0,Washington Wizards,Orlando Magic,2023-11-29
9,Moritz Wagner,18:30,.739,.714,.143,.143,0.0,24.7,14.2,6.8,0.0,4.5,21.2,21.8,114,117,-4.1,Washington Wizards,Orlando Magic,2023-11-29
10,Caleb Houstan,10:00,1.500,1.500,1.000,.000,0.0,34.3,19.7,13.1,0.0,0.0,25.0,17.1,170,118,15.4,Washington Wizards,Orlando Magic,2023-11-29
11,Chuma Okeke,5:07,.000,.000,.500,.000,0.0,0.0,0.0,36.8,0.0,0.0,0.0,16.7,77,125,-11.1,Washington Wizards,Orlando Magic,2023-11-29
12,Admiral Schofield,4:07,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,124,-10.0,Washington Wizards,Orlando Magic,2023-11-29
13,Jonathan Isaac,Did Not Dress,Washington Wizards,Orlando Magic,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
