,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Caleb Martin,38:54,7,13,.538,3,4,.750,0,0,,2,10,12,4,0,0,1,3,17,-9,Chicago Bulls,Miami Heat,2023-12-14
1,Kyle Lowry,38:33,6,12,.500,4,9,.444,1,1,1.000,1,2,3,3,1,0,1,5,17,-14,Chicago Bulls,Miami Heat,2023-12-14
2,Jimmy Butler,35:54,6,15,.400,0,1,.000,8,10,.800,2,4,6,7,0,0,1,0,20,-10,Chicago Bulls,Miami Heat,2023-12-14
3,Duncan Robinson,26:43,4,9,.444,3,6,.500,0,2,.000,0,2,2,3,0,0,1,2,11,-13,Chicago Bulls,Miami Heat,2023-12-14
4,Orlando Robinson,14:24,0,2,.000,0,1,.000,1,2,.500,2,0,2,0,0,0,1,2,1,-13,Chicago Bulls,Miami Heat,2023-12-14
6,Jaime Jaquez Jr.,34:19,6,14,.429,1,4,.250,9,10,.900,0,4,4,4,0,0,2,4,22,+3,Chicago Bulls,Miami Heat,2023-12-14
7,Kevin Love,21:48,5,12,.417,3,8,.375,3,4,.750,1,8,9,4,1,0,2,1,16,+5,Chicago Bulls,Miami Heat,2023-12-14
8,Thomas Bryant,11:48,2,2,1.000,0,0,,2,2,1.000,0,2,2,1,0,0,0,1,6,0,Chicago Bulls,Miami Heat,2023-12-14
9,R.J. Hampton,9:27,1,1,1.000,1,1,1.000,0,0,,0,2,2,0,0,0,1,1,3,+6,Chicago Bulls,Miami Heat,2023-12-14
10,Jamal Cain,8:10,0,0,,0,0,,3,4,.750,0,0,0,0,0,1,0,1,3,+5,Chicago Bulls,Miami Heat,2023-12-14
11,Bam Adebayo,Did Not Dress,Chicago Bulls,Miami Heat,2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Cole Swider,0:0,Chicago Bulls,Miami Heat,2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
