,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Domantas Sabonis,38:23,6,11,.545,0,0,,3,4,.750,4,13,17,5,0,0,4,4,15,+3,Sacramento Kings,Phoenix Suns,2023-12-08
1,De'Aaron Fox,34:52,11,24,.458,4,7,.571,8,10,.800,2,2,4,7,1,0,2,0,34,+3,Sacramento Kings,Phoenix Suns,2023-12-08
2,Harrison Barnes,32:19,3,11,.273,1,4,.250,2,3,.667,4,4,8,2,1,0,0,0,9,+8,Sacramento Kings,Phoenix Suns,2023-12-08
3,Keegan Murray,29:44,6,13,.462,1,7,.143,0,0,,2,2,4,0,1,0,1,6,13,-1,Sacramento Kings,Phoenix Suns,2023-12-08
4,Kevin Huerter,16:37,0,4,.000,0,3,.000,1,1,1.000,0,3,3,1,1,0,0,3,1,-1,Sacramento Kings,Phoenix Suns,2023-12-08
6,Malik Monk,27:52,5,10,.500,3,7,.429,0,0,,0,2,2,6,0,0,2,2,13,+18,Sacramento Kings,Phoenix Suns,2023-12-08
7,Sasha Vezenkov,20:11,5,7,.714,2,3,.667,2,2,1.000,3,0,3,2,3,0,1,1,14,+5,Sacramento Kings,Phoenix Suns,2023-12-08
8,Keon Ellis,17:19,4,6,.667,2,4,.500,0,0,,0,2,2,0,0,0,2,3,10,-2,Sacramento Kings,Phoenix Suns,2023-12-08
9,Trey Lyles,13:22,2,6,.333,1,4,.250,0,0,,0,6,6,2,0,0,0,1,5,+9,Sacramento Kings,Phoenix Suns,2023-12-08
10,JaVale McGee,6:32,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+10,Sacramento Kings,Phoenix Suns,2023-12-08
11,Chris Duarte,0:55,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,Sacramento Kings,Phoenix Suns,2023-12-08
12,Kessler Edwards,0:55,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4,Sacramento Kings,Phoenix Suns,2023-12-08
13,Davion Mitchell,0:55,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,Sacramento Kings,Phoenix Suns,2023-12-08
