,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jamal Murray,31:17,6,15,.400,1,5,.200,4,4,1.000,0,1,1,6,1,2,4,3,17,-27,Denver Nuggets,Utah Jazz,2024-01-10
1,Nikola Jokić,30:28,8,9,.889,1,1,1.000,10,12,.833,1,10,11,6,1,0,6,3,27,-21,Denver Nuggets,Utah Jazz,2024-01-10
2,Aaron Gordon,28:33,5,6,.833,2,2,1.000,0,0,,2,3,5,4,1,0,2,4,12,-20,Denver Nuggets,Utah Jazz,2024-01-10
3,Kentavious Caldwell-Pope,28:20,4,9,.444,2,5,.400,2,2,1.000,0,1,1,1,4,1,1,2,12,-20,Denver Nuggets,Utah Jazz,2024-01-10
4,Michael Porter Jr.,24:02,2,9,.222,1,3,.333,0,0,,1,3,4,1,0,0,1,2,5,-18,Denver Nuggets,Utah Jazz,2024-01-10
6,Reggie Jackson,20:18,2,7,.286,1,4,.250,0,0,,0,0,0,2,0,0,0,2,5,+3,Denver Nuggets,Utah Jazz,2024-01-10
7,Peyton Watson,17:16,1,8,.125,1,5,.200,0,0,,1,1,2,0,0,0,0,1,3,-12,Denver Nuggets,Utah Jazz,2024-01-10
8,Christian Braun,16:43,2,4,.500,1,2,.500,0,0,,0,3,3,1,1,0,1,1,5,-5,Denver Nuggets,Utah Jazz,2024-01-10
9,Justin Holiday,12:21,1,3,.333,1,3,.333,0,0,,0,0,0,1,1,0,0,2,3,+11,Denver Nuggets,Utah Jazz,2024-01-10
10,DeAndre Jordan,7:38,1,3,.333,0,0,,3,4,.750,2,3,5,0,0,1,0,0,5,-4,Denver Nuggets,Utah Jazz,2024-01-10
11,Collin Gillespie,5:46,2,3,.667,1,1,1.000,3,4,.750,0,1,1,1,0,0,0,0,8,+12,Denver Nuggets,Utah Jazz,2024-01-10
12,Zeke Nnaji,5:46,1,2,.500,1,1,1.000,2,2,1.000,0,0,0,1,1,0,0,2,5,+12,Denver Nuggets,Utah Jazz,2024-01-10
13,Jay Huff,5:46,1,2,.500,0,1,.000,0,0,,0,0,0,1,0,0,1,1,2,+12,Denver Nuggets,Utah Jazz,2024-01-10
14,Braxton Key,5:46,1,1,1.000,0,0,,0,0,,1,0,1,1,1,0,0,0,2,+12,Denver Nuggets,Utah Jazz,2024-01-10
