,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Michael Porter Jr.,40:29,.559,.559,.588,.000,0.0,28.2,14.5,3.9,0.0,10.1,0.0,18.3,116,111,2.9,Golden State Warriors,Denver Nuggets,2023-12-25
1,Nikola Jokić,39:03,.653,.333,.167,1.500,12.3,29.3,21.0,28.0,0.0,0.0,13.1,25.6,143,117,6.9,Golden State Warriors,Denver Nuggets,2023-12-25
2,Kentavious Caldwell-Pope,37:08,.615,.615,.692,.000,3.2,9.2,6.3,20.0,2.6,0.0,0.0,15.3,141,116,6.5,Golden State Warriors,Denver Nuggets,2023-12-25
3,Jamal Murray,32:48,.693,.639,.278,.278,3.7,13.9,8.9,17.3,3.0,0.0,9.0,29.5,133,114,7.4,Golden State Warriors,Denver Nuggets,2023-12-25
4,Aaron Gordon,31:37,.680,.750,.400,.400,15.2,21.7,18.5,15.5,1.5,0.0,14.5,19.0,129,116,4.1,Golden State Warriors,Denver Nuggets,2023-12-25
6,Peyton Watson,20:31,.500,.500,.400,.000,0.0,0.0,0.0,6.6,0.0,0.0,28.6,14.9,75,124,-10.0,Golden State Warriors,Denver Nuggets,2023-12-25
7,Reggie Jackson,14:32,.347,.000,.000,1.000,0.0,0.0,0.0,24.8,0.0,0.0,58.1,20.6,54,124,-18.4,Golden State Warriors,Denver Nuggets,2023-12-25
8,Christian Braun,10:49,.615,.750,.500,.500,0.0,0.0,0.0,14.3,0.0,0.0,17.0,23.7,98,124,-5.0,Golden State Warriors,Denver Nuggets,2023-12-25
9,Julian Strawther,7:44,.694,1.000,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,119,124,-3.5,Golden State Warriors,Denver Nuggets,2023-12-25
10,Zeke Nnaji,5:19,,,,,0.0,0.0,0.0,0.0,9.2,0.0,,0.0,0,103,1.1,Golden State Warriors,Denver Nuggets,2023-12-25
11,Justin Holiday,0:0,Golden State Warriors,Denver Nuggets,2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,DeAndre Jordan,0:0,Golden State Warriors,Denver Nuggets,2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Braxton Key,0:0,Golden State Warriors,Denver Nuggets,2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jalen Pickett,0:0,Golden State Warriors,Denver Nuggets,2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Hunter Tyson,0:0,Golden State Warriors,Denver Nuggets,2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
