,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,De'Aaron Fox,40:46,10,20,.500,8,16,.500,3,7,.429,1,4,5,8,5,0,3,3,31,+9,Sacramento Kings,Atlanta Hawks,2023-12-29
1,Keegan Murray,36:16,4,12,.333,1,6,.167,0,0,,0,5,5,0,2,2,0,5,9,-3,Sacramento Kings,Atlanta Hawks,2023-12-29
2,Domantas Sabonis,35:08,12,17,.706,0,0,,1,4,.250,2,8,10,7,0,0,1,2,25,-4,Sacramento Kings,Atlanta Hawks,2023-12-29
3,Harrison Barnes,11:50,0,2,.000,0,2,.000,2,2,1.000,0,0,0,0,0,0,0,1,2,-4,Sacramento Kings,Atlanta Hawks,2023-12-29
4,Kevin Huerter,9:45,3,6,.500,1,3,.333,0,0,,0,3,3,1,0,0,0,0,7,-5,Sacramento Kings,Atlanta Hawks,2023-12-29
6,Malik Monk,30:41,6,10,.600,2,5,.400,1,1,1.000,0,4,4,8,1,1,5,3,15,+18,Sacramento Kings,Atlanta Hawks,2023-12-29
7,Trey Lyles,25:02,7,12,.583,4,9,.444,1,1,1.000,0,6,6,1,0,0,2,3,19,+4,Sacramento Kings,Atlanta Hawks,2023-12-29
8,Chris Duarte,24:39,2,5,.400,1,3,.333,0,0,,0,0,0,4,1,0,1,1,5,+10,Sacramento Kings,Atlanta Hawks,2023-12-29
9,Davion Mitchell,13:01,1,3,.333,0,1,.000,0,0,,1,0,1,2,0,0,0,2,2,-1,Sacramento Kings,Atlanta Hawks,2023-12-29
10,Alex Len,12:52,1,2,.500,0,0,,0,0,,1,3,4,4,0,0,0,0,2,+11,Sacramento Kings,Atlanta Hawks,2023-12-29
11,Kessler Edwards,0:0,Sacramento Kings,Atlanta Hawks,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Keon Ellis,0:0,Sacramento Kings,Atlanta Hawks,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,JaVale McGee,0:0,Sacramento Kings,Atlanta Hawks,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Juan Toscano-Anderson,0:0,Sacramento Kings,Atlanta Hawks,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Sasha Vezenkov,0:0,Sacramento Kings,Atlanta Hawks,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
