,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Ja Morant,35:19,7,15,.467,3,9,.333,9,12,.750,0,5,5,10,1,0,4,3,26,-1,San Antonio Spurs,Memphis Grizzlies,2024-01-02
1,Desmond Bane,34:15,11,17,.647,2,6,.333,0,0,,0,3,3,2,0,0,3,1,24,+3,San Antonio Spurs,Memphis Grizzlies,2024-01-02
2,Jaren Jackson Jr.,32:01,3,14,.214,1,4,.250,3,4,.750,1,6,7,1,3,4,1,4,10,+2,San Antonio Spurs,Memphis Grizzlies,2024-01-02
3,Marcus Smart,29:43,1,7,.143,0,4,.000,3,4,.750,1,1,2,3,0,0,3,3,5,+2,San Antonio Spurs,Memphis Grizzlies,2024-01-02
4,Bismack Biyombo,27:56,2,4,.500,0,0,,0,0,,2,6,8,1,1,3,2,4,4,+8,San Antonio Spurs,Memphis Grizzlies,2024-01-02
6,Santi Aldama,28:08,5,6,.833,1,2,.500,2,2,1.000,2,9,11,0,0,1,0,1,13,+12,San Antonio Spurs,Memphis Grizzlies,2024-01-02
7,Vince Williams Jr.,21:58,3,6,.500,2,5,.400,0,0,,1,4,5,2,0,0,2,5,8,+13,San Antonio Spurs,Memphis Grizzlies,2024-01-02
8,Luke Kennard,20:43,3,7,.429,3,7,.429,3,3,1.000,1,4,5,3,0,0,0,2,12,+16,San Antonio Spurs,Memphis Grizzlies,2024-01-02
9,Derrick Rose,8:37,2,4,.500,0,1,.000,0,0,,0,0,0,2,0,0,0,0,4,+1,San Antonio Spurs,Memphis Grizzlies,2024-01-02
10,John Konchar,0:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,San Antonio Spurs,Memphis Grizzlies,2024-01-02
11,David Roddy,0:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,San Antonio Spurs,Memphis Grizzlies,2024-01-02
12,Xavier Tillman Sr.,0:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,San Antonio Spurs,Memphis Grizzlies,2024-01-02
13,Ziaire Williams,0:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,San Antonio Spurs,Memphis Grizzlies,2024-01-02
