,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jimmy Butler,35:23,.522,.469,.063,.313,0.0,6.2,3.0,34.4,1.4,0.0,0.0,23.7,122,110,1.7,Miami Heat,Toronto Raptors,2023-12-06
1,Orlando Robinson,33:28,.727,.667,.333,.333,9.4,29.3,19.1,17.0,4.5,2.9,8.8,15.6,146,95,9.6,Miami Heat,Toronto Raptors,2023-12-06
2,Duncan Robinson,32:08,.553,.553,.526,.000,3.2,17.0,10.0,37.9,1.6,0.0,0.0,27.2,121,107,6.4,Miami Heat,Toronto Raptors,2023-12-06
3,Caleb Martin,31:01,.676,.688,.438,.250,6.7,35.2,20.6,17.1,0.0,3.2,0.0,26.3,135,104,10.8,Miami Heat,Toronto Raptors,2023-12-06
4,Kyle Lowry,27:33,.375,.375,1.000,.000,0.0,15.8,7.7,13.3,0.0,7.1,33.3,10.0,70,106,-7.0,Miami Heat,Toronto Raptors,2023-12-06
6,Jaime Jaquez Jr.,32:07,.540,.500,.308,.154,0.0,0.0,0.0,9.3,0.0,0.0,12.6,22.7,94,115,-9.2,Miami Heat,Toronto Raptors,2023-12-06
7,Josh Richardson,30:29,.509,.417,.667,.333,3.4,10.7,7.0,8.3,0.0,0.0,12.7,11.9,105,112,-8.5,Miami Heat,Toronto Raptors,2023-12-06
8,Kevin Love,14:32,.633,.500,.800,.600,7.2,7.5,7.3,38.4,0.0,0.0,0.0,20.0,153,113,9.4,Miami Heat,Toronto Raptors,2023-12-06
9,Nikola Jović,3:18,.000,.000,1.000,.000,0.0,66.1,32.3,0.0,0.0,0.0,50.0,27.9,0,99,-43.1,Miami Heat,Toronto Raptors,2023-12-06
10,Thomas Bryant,0:0,Miami Heat,Toronto Raptors,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jamal Cain,0:0,Miami Heat,Toronto Raptors,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Haywood Highsmith,Not With Team,Miami Heat,Toronto Raptors,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
