,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Patrick Beverley,38:22,10,15,.667,3,5,.600,3,5,.600,2,6,8,7,2,0,3,4,26,-12,Philadelphia76ers,Boston Celtics,2023-12-01
1,Tobias Harris,37:55,6,16,.375,1,1,1.000,1,3,.333,3,2,5,3,4,0,4,1,14,-5,Philadelphia76ers,Boston Celtics,2023-12-01
2,De'Anthony Melton,36:33,7,19,.368,4,12,.333,3,4,.750,1,3,4,2,1,1,4,6,21,-3,Philadelphia76ers,Boston Celtics,2023-12-01
3,Marcus Morris,27:59,5,12,.417,2,3,.667,1,1,1.000,1,6,7,1,1,1,0,1,13,-2,Philadelphia76ers,Boston Celtics,2023-12-01
4,Paul Reed,21:30,6,7,.857,1,1,1.000,1,1,1.000,0,4,4,1,0,1,1,3,14,-6,Philadelphia76ers,Boston Celtics,2023-12-01
6,Robert Covington,30:20,4,9,.444,3,6,.500,7,7,1.000,3,2,5,1,5,1,2,4,18,-9,Philadelphia76ers,Boston Celtics,2023-12-01
7,Mo Bamba,19:30,4,7,.571,2,4,.500,1,2,.500,5,1,6,1,0,1,2,1,11,+3,Philadelphia76ers,Boston Celtics,2023-12-01
8,Furkan Korkmaz,14:46,0,4,.000,0,3,.000,0,0,,0,1,1,0,1,0,0,3,0,+4,Philadelphia76ers,Boston Celtics,2023-12-01
9,KJ Martin,13:05,1,5,.200,0,0,,0,0,,0,2,2,0,2,0,0,1,2,0,Philadelphia76ers,Boston Celtics,2023-12-01
10,Nicolas Batum,Did Not Dress,Philadelphia76ers,Boston Celtics,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Tyrese Maxey,Did Not Dress,Philadelphia76ers,Boston Celtics,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jaden Springer,0:0,Philadelphia76ers,Boston Celtics,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
