,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Desmond Bane,44:47,.585,.558,.346,.192,2.8,14.8,9.7,26.2,4.4,5.5,9.6,31.1,113,98,9.9,Memphis Grizzlies,Portland Trail Blazers,2023-11-03
1,Marcus Smart,39:29,.333,.333,.417,.000,3.2,4.8,4.1,12.9,1.2,0.0,29.4,19.2,61,112,-15.3,Memphis Grizzlies,Portland Trail Blazers,2023-11-03
2,Jaren Jackson Jr.,37:42,.764,.794,.471,.353,6.7,20.1,14.3,13.4,1.3,6.6,16.9,28.0,122,102,11.8,Memphis Grizzlies,Portland Trail Blazers,2023-11-03
3,David Roddy,32:18,.571,.571,.286,.000,3.9,5.9,5.0,0.0,0.0,0.0,0.0,19.3,113,114,-6.4,Memphis Grizzlies,Portland Trail Blazers,2023-11-03
4,Ziaire Williams,27:03,.732,.688,.125,.250,0.0,21.0,12.0,15.8,1.8,3.1,18.4,18.0,121,102,1.4,Memphis Grizzlies,Portland Trail Blazers,2023-11-03
6,Luke Kennard,26:39,.357,.357,.571,.000,4.7,24.9,16.2,13.9,0.0,0.0,0.0,11.7,97,107,-6.2,Memphis Grizzlies,Portland Trail Blazers,2023-11-03
7,Xavier Tillman Sr.,24:03,.375,.375,.250,.000,5.2,23.6,15.7,27.3,2.0,6.9,11.1,16.7,95,98,0.5,Memphis Grizzlies,Portland Trail Blazers,2023-11-03
8,Jacob Gilyard,12:21,,,,,0.0,0.0,0.0,27.4,0.0,0.0,100.0,3.6,97,117,-8.8,Memphis Grizzlies,Portland Trail Blazers,2023-11-03
9,John Konchar,10:36,.500,.500,.000,.000,0.0,8.9,5.1,0.0,0.0,7.8,0.0,8.4,98,109,-3.2,Memphis Grizzlies,Portland Trail Blazers,2023-11-03
10,Vince Williams Jr.,9:58,.000,.000,1.000,.000,0.0,19.0,10.9,11.3,0.0,0.0,33.3,13.4,20,109,-18.5,Memphis Grizzlies,Portland Trail Blazers,2023-11-03
11,Bismack Biyombo,0:00,,,,,,,,,,,,,,,-8.5,Memphis Grizzlies,Portland Trail Blazers,2023-11-03
12,Jake LaRavia,0:0,Memphis Grizzlies,Portland Trail Blazers,2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Kenneth Lofton Jr.,0:0,Memphis Grizzlies,Portland Trail Blazers,2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
