,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Anthony Davis,40:58,.618,.591,.136,.318,7.6,10.7,8.9,17.5,0.0,6.3,13.8,31.0,113,131,-3.3,Memphis Grizzlies,Los Angeles Lakers,2024-01-05
1,Austin Reaves,40:00,.603,.571,.214,.286,0.0,25.5,10.6,44.4,2.4,0.0,6.0,18.3,136,127,2.3,Memphis Grizzlies,Los Angeles Lakers,2024-01-05
2,LeBron James,38:50,.563,.542,.375,.417,5.4,11.2,7.8,30.5,6.2,0.0,12.3,36.4,108,120,6.9,Memphis Grizzlies,Los Angeles Lakers,2024-01-05
3,Taurean Prince,34:53,.506,.500,.778,.222,3.0,4.2,3.5,7.3,2.7,3.7,9.2,13.6,101,127,-4.4,Memphis Grizzlies,Los Angeles Lakers,2024-01-05
4,Cam Reddish,32:00,.500,.500,.375,.000,3.3,4.5,3.8,0.0,1.5,0.0,0.0,10.9,104,133,-6.9,Memphis Grizzlies,Los Angeles Lakers,2024-01-05
6,Max Christie,20:16,.333,.333,.333,.000,0.0,21.5,9.0,0.0,2.4,0.0,40.0,10.8,37,128,-14.9,Memphis Grizzlies,Los Angeles Lakers,2024-01-05
7,Jarred Vanderbilt,16:44,,,,,6.2,34.8,18.2,6.8,2.9,0.0,,0.0,220,125,-2.9,Memphis Grizzlies,Los Angeles Lakers,2024-01-05
8,Christian Wood,16:19,.814,.700,.400,.800,0.0,44.6,18.6,0.0,2.9,0.0,12.9,20.8,139,124,3.6,Memphis Grizzlies,Los Angeles Lakers,2024-01-05
9,Alex Fudge,0:0,Memphis Grizzlies,Los Angeles Lakers,2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Jaxson Hayes,0:0,Memphis Grizzlies,Los Angeles Lakers,2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,D'Moi Hodge,0:0,Memphis Grizzlies,Los Angeles Lakers,2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jalen Hood-Schifino,0:0,Memphis Grizzlies,Los Angeles Lakers,2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Maxwell Lewis,0:0,Memphis Grizzlies,Los Angeles Lakers,2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
