,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jimmy Butler,37:59,9,19,.474,0,1,.000,18,20,.900,4,7,11,3,0,0,3,1,36,-3,Indiana Pacers,Miami Heat,2023-11-30
1,Duncan Robinson,29:20,5,9,.556,4,6,.667,2,2,1.000,0,1,1,2,1,0,1,3,16,+9,Indiana Pacers,Miami Heat,2023-11-30
2,Kyle Lowry,25:28,6,10,.600,3,6,.500,0,0,,1,2,3,3,0,1,0,5,15,-11,Indiana Pacers,Miami Heat,2023-11-30
3,Haywood Highsmith,14:39,1,2,.500,0,1,.000,0,0,,0,1,1,1,0,0,1,4,2,-12,Indiana Pacers,Miami Heat,2023-11-30
4,Bam Adebayo,12:28,3,9,.333,0,0,,1,2,.500,0,4,4,2,0,0,0,1,7,-2,Indiana Pacers,Miami Heat,2023-11-30
6,Jaime Jaquez Jr.,33:04,8,13,.615,1,3,.333,7,7,1.000,0,5,5,1,1,0,3,3,24,+18,Indiana Pacers,Miami Heat,2023-11-30
7,Josh Richardson,31:43,8,11,.727,0,2,.000,3,4,.750,1,3,4,3,0,0,2,3,19,+22,Indiana Pacers,Miami Heat,2023-11-30
8,Caleb Martin,25:03,5,9,.556,0,2,.000,4,6,.667,2,3,5,3,1,0,4,4,14,+15,Indiana Pacers,Miami Heat,2023-11-30
9,Kevin Love,17:27,1,1,1.000,0,0,,3,4,.750,1,7,8,6,1,0,0,2,5,+10,Indiana Pacers,Miami Heat,2023-11-30
10,Orlando Robinson,7:08,1,2,.500,0,0,,0,0,,0,2,2,0,0,0,0,1,2,+5,Indiana Pacers,Miami Heat,2023-11-30
11,Thomas Bryant,5:41,1,1,1.000,0,0,,0,0,,1,3,4,1,0,0,0,1,2,-1,Indiana Pacers,Miami Heat,2023-11-30
12,Nikola Jović,0:0,Indiana Pacers,Miami Heat,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
