,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jalen Johnson,41:58,.453,.382,.235,.235,6.7,22.4,14.1,15.4,2.3,0.0,9.6,18.8,110,119,-2.5,Toronto Raptors,Atlanta Hawks,2024-01-28
1,Trae Young,41:44,.512,.396,.167,.500,0.0,5.0,2.4,41.0,2.3,0.0,14.6,31.1,113,126,-0.8,Toronto Raptors,Atlanta Hawks,2024-01-28
2,Saddiq Bey,41:01,.528,.444,.333,.833,16.1,15.3,15.7,10.1,0.0,0.0,3.9,23.7,128,127,-0.5,Toronto Raptors,Atlanta Hawks,2024-01-28
3,Bogdan Bogdanović,38:37,.852,.818,.727,.636,0.0,10.8,5.1,7.0,2.5,4.3,26.2,18.7,122,121,4.5,Toronto Raptors,Atlanta Hawks,2024-01-28
4,Clint Capela,27:51,.684,.692,.000,.154,20.3,30.0,24.9,0.0,0.0,3.0,0.0,18.9,153,120,4.4,Toronto Raptors,Atlanta Hawks,2024-01-28
6,Onyeka Okongwu,20:09,.714,.714,.143,.000,9.3,5.2,7.4,7.4,0.0,4.1,0.0,13.2,158,129,1.0,Toronto Raptors,Atlanta Hawks,2024-01-28
7,Patty Mills,14:41,.000,.000,1.000,.000,12.8,7.1,10.1,7.4,3.2,0.0,33.3,7.7,57,123,-7.7,Toronto Raptors,Atlanta Hawks,2024-01-28
8,Garrison Mathews,7:43,.000,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0,133,-22.8,Toronto Raptors,Atlanta Hawks,2024-01-28
9,Trent Forrest,6:16,.000,.000,1.000,.000,0.0,0.0,0.0,52.2,0.0,0.0,0.0,6.1,115,133,-3.0,Toronto Raptors,Atlanta Hawks,2024-01-28
10,AJ Griffin,0:0,Toronto Raptors,Atlanta Hawks,2024-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Wesley Matthews,0:0,Toronto Raptors,Atlanta Hawks,2024-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Dejounte Murray,Did Not Dress,Toronto Raptors,Atlanta Hawks,2024-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
