,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Donovan Mitchell,39:19,.446,.458,.458,.167,0.0,19.9,10.1,28.9,1.2,0.0,18.9,35.4,83,123,-9.2,Cleveland Cavaliers,Milwaukee Bucks,2024-01-24
1,Max Strus,33:54,.636,.636,.545,.000,0.0,13.2,6.7,7.6,2.8,0.0,8.3,15.5,116,121,-0.5,Cleveland Cavaliers,Milwaukee Bucks,2024-01-24
2,Jarrett Allen,31:34,.528,.526,.000,.105,14.5,28.3,21.5,24.7,0.0,0.0,4.8,29.0,118,124,3.7,Cleveland Cavaliers,Milwaukee Bucks,2024-01-24
3,Isaac Okoro,24:14,.740,.600,.200,.800,4.7,0.0,2.3,0.0,0.0,0.0,0.0,12.2,157,130,-2.6,Cleveland Cavaliers,Milwaukee Bucks,2024-01-24
4,Dean Wade,22:44,.750,.750,1.000,.000,0.0,24.6,12.4,0.0,0.0,3.5,20.0,9.6,105,122,-0.6,Cleveland Cavaliers,Milwaukee Bucks,2024-01-24
6,Caris LeVert,27:54,.450,.450,.400,.000,0.0,16.0,8.1,17.6,3.4,2.8,16.7,18.8,88,117,-1.6,Cleveland Cavaliers,Milwaukee Bucks,2024-01-24
7,Sam Merrill,26:46,.667,.667,1.000,.000,0.0,8.3,4.2,13.9,0.0,0.0,10.0,16.4,122,129,1.0,Cleveland Cavaliers,Milwaukee Bucks,2024-01-24
8,Georges Niang,20:36,.888,.857,.429,.286,5.5,16.3,11.0,13.6,0.0,0.0,0.0,16.8,180,127,10.7,Cleveland Cavaliers,Milwaukee Bucks,2024-01-24
9,Damian Jones,10:13,1.025,1.000,.000,.500,0.0,0.0,0.0,25.7,0.0,0.0,0.0,10.5,215,130,12.1,Cleveland Cavaliers,Milwaukee Bucks,2024-01-24
10,Pete Nance,1:23,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,130,-6.1,Cleveland Cavaliers,Milwaukee Bucks,2024-01-24
11,Craig Porter Jr.,1:23,1.136,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,250,130,25.3,Cleveland Cavaliers,Milwaukee Bucks,2024-01-24
12,Tristan Thompson,Not With Team,Cleveland Cavaliers,Milwaukee Bucks,2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
