,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Khris Middleton,31:41,11,18,.611,3,7,.429,2,2,1.000,1,2,3,10,0,2,3,2,27,+5,Milwaukee Bucks,Brooklyn Nets,2023-12-27
1,Giannis Antetokounmpo,30:27,10,12,.833,0,0,,12,17,.706,2,8,10,8,0,2,2,2,32,+8,Milwaukee Bucks,Brooklyn Nets,2023-12-27
2,Damian Lillard,28:57,4,10,.400,3,9,.333,1,1,1.000,0,3,3,4,0,0,4,0,12,+2,Milwaukee Bucks,Brooklyn Nets,2023-12-27
3,Brook Lopez,24:36,1,7,.143,0,6,.000,0,0,,2,4,6,2,0,3,0,3,2,-3,Milwaukee Bucks,Brooklyn Nets,2023-12-27
4,Malik Beasley,21:59,6,9,.667,5,8,.625,0,0,,1,0,1,1,1,0,0,0,17,-7,Milwaukee Bucks,Brooklyn Nets,2023-12-27
6,Bobby Portis,30:51,6,9,.667,2,3,.667,0,0,,0,6,6,4,2,1,1,1,14,+20,Milwaukee Bucks,Brooklyn Nets,2023-12-27
7,Cameron Payne,22:48,6,9,.667,5,8,.625,1,1,1.000,1,3,4,6,2,0,0,4,18,+24,Milwaukee Bucks,Brooklyn Nets,2023-12-27
8,MarJon Beauchamp,20:41,4,6,.667,2,3,.667,1,2,.500,0,5,5,2,1,0,0,2,11,+21,Milwaukee Bucks,Brooklyn Nets,2023-12-27
9,Pat Connaughton,18:03,1,3,.333,1,3,.333,0,0,,1,0,1,1,0,0,0,0,3,+14,Milwaukee Bucks,Brooklyn Nets,2023-12-27
10,A.J. Green,3:55,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,2,3,+7,Milwaukee Bucks,Brooklyn Nets,2023-12-27
11,Andre Jackson Jr.,1:53,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,2,0,+1,Milwaukee Bucks,Brooklyn Nets,2023-12-27
12,Robin Lopez,1:23,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,+6,Milwaukee Bucks,Brooklyn Nets,2023-12-27
13,Chris Livingston,1:23,1,1,1.000,0,0,,0,0,,0,1,1,1,0,0,0,0,2,+6,Milwaukee Bucks,Brooklyn Nets,2023-12-27
14,Thanasis Antetokounmpo,1:23,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,0,+6,Milwaukee Bucks,Brooklyn Nets,2023-12-27
15,Lindell Wigginton,0:0,Milwaukee Bucks,Brooklyn Nets,2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
